form,kind,meaning,name,original,rating,sex,source
spelling,Variant,"""slender""",KAYLEIGH,Kayley,meaning,female,English
spelling,Variant,"""slender""",KAYLIE,Kayley,meaning,female,English
form,Anglicized,"""girl""",KAYLIN,"Gaelic Cailín",meaning,female,Irish
spelling,Variant,"""slender""",KAYLY,Kayley,meaning,female,English
spelling,Variant,"""girl""",KAYLYN,Kaylin,meaning,female,English
spelling,Variant,"""girl""",KAYLYNN,Kaylin,meaning,female,English
form,Anglicized,"""little black one""",KEARA,"Gaelic Ciara",meaning,female,Irish
form,Anglicized,"""beloved, comely""",KEAVY,"Gaelic Caoimhe",meaning,female,Irish
spelling,Variant,"""slender""",KEELEIGH,Kayley,meaning,female,English
spelling,Variant,"""little companion""",KEELIN,"unisex Keelan",meaning,female,English
spelling,Variant,"""slender""",KEELY,Keeley,meaning,female,English
form,Anglicized,"""beloved, comely""",KEEVA,"Gaelic Caoimhe",meaning,female,Irish
spelling,Variant,"""slender""",KEIGHLEY,Kayley,meaning,female,English
spelling,Variant,"""little black one""",KEIRA,Keara,meaning,female,English
form,Modern,"""cassia""",KEISHA,Keziah,meaning,female,English
"feminine form",English,"""forest, wood""",KEITHA,"Keith, probably",meaning,female,Scottish
spelling,Variant,"""forest, wood""",KEITHIA,"Keitha, probably",meaning,female,English
spelling,Variant,"""little companion""",KELAN,"unisex Keelan",meaning,female,English
spelling,Variant,"""ship-victory""",KELCEY,"unisex Kelsey",meaning,female,English
"variant spelling",Feminine,"""bright-headed""",KELIA,"unisex Kelly",meaning,female,English
form,Short,"""bright-headed""",KELL,"unisex Kelly",meaning,female,English
form,Feminine,"""bright-headed""",KELLEIGH,"unisex Kelly",meaning,female,English
spelling,Variant,"""bright-headed""",KELLEY,"unisex Kelly",meaning,female,English
form,Feminine,"""bright-headed""",KELLI,"unisex Kelly",meaning,female,English
"unisex form",Anglicized,"""bright-headed""",KELLY,"Gaelic Ceallach",meaning,female,Irish
form,Feminine,"""ship-victory""",KELSI,"unisex Kelsey",meaning,female,English
form,Feminine,"""ship-victory""",KELSIE,"unisex Kelsey",meaning,female,English
"short form",Feminine,"""exalted effigy""",KENDA,"unisex Kendall",meaning,female,English
spelling,Variant,"""exalted effigy""",KENDAL,"unisex Kendall",meaning,female,English
form,Feminine,"""keen power""",KENDRA,Kendrick,meaning,female,English
form,Feminine,"""comely; finely made"" and ""born of fire""",KENINA,Kenneth,"meaning both",female,English
form,Feminine,"""comely; finely made"" and ""born of fire""",KENNA,Kenneth,"meaning both",female,English
form,Short,"""comely, finely made""",KENZIE,"unisex Mackenzie",meaning,female,Scottish
form,Anglicized,"""horn of antimony""",KEREN-HAPPUCH,"Qeren happuwk",meaning,female,Hebrew
spelling,Variant,"""horn of antimony""",KEREN-HAPUCH,Keren-happuch,meaning,female,English
form,Anglicized,"""horn (of an animal)."" Also a short form of Keren-happuch, meaning ""horn of antimony""",KEREN,Qeren,meaning,female,Hebrew
form,Variant,"""horn (of an animal)""",KERENA,Keren,meaning,female,English
spelling,Variant,"""horn of antimony""",KERENHAPPUCH,Keren-happuch,meaning,female,English
spelling,Variant,"""horn of antimony""",KERENHAPUCH,Keren-happuch,meaning,female,English
spelling,Variant,"""love""",KERENZA,Kerensa,meaning,female,English
"variant spelling",Feminine,"""Ciar's people""",KERI,"unisex Kerry",meaning,female,English
"variant spelling",Feminine,"""Ciar's people""",KERRI,"unisex Kerry",meaning,female,English
spelling,Variant,"""Ciar's people""",KERRIE,"unisex Kerry",meaning,female,English
form,Variant,"""cassia""",KESHIA,Keisha,meaning,female,English
form,Anglicized,"""incense""",KETURAH,Qetuwrah,meaning,female,Hebrew
spelling,Variant,"""cassia""",KETZIA,Kezia,meaning,female,English
spelling,Variant,"""cassia""",KEYSHA,Keisha,meaning,female,English
form,Anglicized,"""cassia""",KEZIA,Qetsiyah,meaning,female,Hebrew
spelling,Variant,"""cassia""",KEZIAH,Kezia,meaning,female,English
form,Anglicized,"""little black one""",KIARA,"Gaelic Ciara",meaning,female,Irish
spelling,Variant,"""little black one""",KIARRA,Kiara,meaning,female,English
spelling,Variant,"""little black one""",KIERA,Kiara,meaning,female,English
spelling,Variant,"""little black one""",KIERRA,Kiara,meaning,female,English
spelling,"Modern English","""stone church,"" or Danish/Norwegian Kirsten, meaning ""believer"" or ""follower of Christ""",KIERSTEN,"English Kirsten",meaning,female,Old
spelling,Variant,"""slender""",KILEY,Kylie,meaning,female,English
spelling,Variant,"""slender""",KILIE,Kylie,meaning,female,English
form,Short,"""King's City Meadow""",KIM,"unisex Kimberley",meaning,female,English
form,Feminine,"""King's City Meadow""",KIMBERLEE,"unisex Kimberley",meaning,female,English
form,Feminine,"""King's City Meadow""",KIMBERLEIGH,"unisex Kimberley",meaning,female,English
form,Feminine,"""King's City Meadow""",KIMBERLY,"unisex Kimberley",meaning,female,English
form,Pet,"""King's City Meadow""",KIMBRA,Kimberly,meaning,female,English
form,Pet,"""King's City Meadow""",KIMMY,Kimberly,meaning,female,English
form,"Medieval English","""royal fortress""",KINBOROUGH,Cyneburga,meaning,female,Anglo-Saxon
spelling,Variant,"""believer"" or ""follower of Christ""",KIRSTEEN,Kirstin,meaning,female,Scottish
form,Pet,"""believer"" or ""follower of Christ""",KIRSTIE,Kirstin,meaning,female,Scottish
spelling,Variant,"""believer"" or ""follower of Christ""",KIRSTIN,Kirstine,meaning,female,Scottish
form,Scottish,"""believer"" or ""follower of Christ""",KIRSTINE,Christina,meaning,female,Latin
form,Pet,"""believer"" or ""follower of Christ""",KIRSTY,Kirstine,meaning,female,Scottish
spelling,Variant,"""cassia""",KISHA,Keisha,meaning,female,English
form,Pet,"""pure""",KIT,Katherine,meaning,female,English
spelling,Variant,"""pure""",KITTI,Kitty,meaning,female,English
form,Pet,"""pure""",KITTY,Katherine,meaning,female,English
form,Pet,"""cassia""",KIZZIE,Keziah,meaning,female,English
spelling,Variant,"""cassia""",KIZZY,Kizzie,meaning,female,English
form,English,"""clear, bright""",KLARA,Clara,meaning,female,Latin
"variant spelling",English,"""lame""",KLAUDIA,"Latin Claudia",meaning,female,Roman
spelling,Variant,"""helper""",KODEY,"unisex Kody",meaning,female,English
spelling,Variant,"""helper""",KODY,"unisex Cody",meaning,female,English
spelling,Variant,"""girl""",KOLLEEN,Colleen,meaning,female,English
"variant spelling",English,"""maiden""",KORRINE,Corinne,meaning,female,French
spelling,Variant,"""short nose""",KORTNEY,"unisex Courtney",meaning,female,English
spelling,Variant,"""short nose""",KOURTNEY,"unisex Courtney",meaning,female,English
spelling,Variant,"""believer"" or ""follower of Christ""",KRISSY,Chrissy,meaning,female,English
spelling,Variant,"""believer"" or ""follower of Christ""",KRISTA,Christa,meaning,female,Latin
spelling,Variant,"""crystal, ice""",KRISTAL,Crystal,meaning,female,English
form,English,"""believer"" or ""follower of Christ""",KRISTEEN,Christine,meaning,female,French
spelling,Variant,"""crystal, ice""",KRISTEL,Crystal,meaning,female,English
spelling,Variant,"""believer"" or ""follower of Christ""",KRISTI,Kristy,meaning,female,English
"variant spelling",English,"""believer"" or ""follower of Christ""",KRISTIA,Christia,meaning,female,French
spelling,Variant,"""believer"" or ""follower of Christ""",KRISTIE,Kristy,meaning,female,English
form,Short,"""believer"" or ""follower of Christ""",KRISTIN,"Kristina and English Kristina, both",meaning,female,Scandinavian
"variant spelling",English,"""believer"" or ""follower of Christ""",KRISTINA,Christina,meaning,female,Latin
"variant spelling",English,"""believer"" or ""follower of Christ""",KRISTINE,Christine,meaning,female,French
spelling,Variant,"""believer"" or ""follower of Christ""",KRISTY,Christy,meaning,female,English
spelling,Variant,"""crystal, ice""",KRYSTAL,Crystal,meaning,female,English
spelling,Variant,"""crystal, ice""",KRYSTELLE,Crystal,meaning,female,English
"variant spelling",English,"""believer"" or ""follower of Christ""",KRYSTEN,Kristen,meaning,female,German
"variant spelling",English,"""believer"" or ""follower of Christ""",KRYSTINA,Christina,meaning,female,Latin
"variant spelling",English,"""believer"" or ""follower of Christ""",KRYSTINE,Christine,meaning,female,French
spelling,Variant,"""crystal, ice""",KRYSTLE,Crystal,meaning,female,English
form,Feminine,"""King's City Meadow""",KYM,"unisex Kim",meaning,female,English
form,English,"""believer"" or ""follower of Christ""",KYRSTEN,Kirsten,meaning,female,Scottish
spelling,Variant,"""lace-like""",LACEY,Lacy,meaning,female,English
spelling,Variant,"""lace-like""",LACIE,Lacy,meaning,female,English
form,Elaborated,"""lady""",LADONNA,Donna,meaning,female,English
form,Pet,"""noble sort."" In some instances it may be derived from the vocabulary word, meaning simply ""lady""",LADY,Adelaide,meaning,female,English
"elaborated form",Modern,"""earth-worker, farmer""",LAGINA,Gina,meaning,female,English
spelling,Variant,"""noble sort""",LAIDEY,Lady,meaning,female,English
"pet form",English,"""torch""",LAINEY,Elaine,"possibly meaning",female,French
form,Elaborated,"""cassia""",LAKEISHA,Keisha,meaning,female,English
spelling,Variant,"""cassia""",LAKESHIA,Lakeisha,meaning,female,English
spelling,Variant,"""cassia""",LAKISHA,Lakeisha,meaning,female,English
"pet form",English,"""to babble""",LALLA,Lalage,meaning,female,Greek
"pet form",English,"""to babble""",LALLIE,Lalage,meaning,female,Greek
spelling,Variant,"""to babble""",LALLY,Lallie,meaning,female,English
form,Short,"""little rock""",LANA,Alana,"possibly meaning",female,Latin
spelling,Variant,"""torch""",LANEY,Lainey,"possibly meaning",female,English
"variant spelling",English,"""laurel""",LARA,Laura,meaning,female,Latin
"variant spelling",English,"""land of the people of Lothar""",LARAINE,Lorraine,meaning,female,French
"elaborated form",English,"""land of the people of Lothar""",LAREYNA,Lorraine,meaning,female,French
"pet form",English,"""laurel""",LARI,Laura,meaning,female,Latin
spelling,Variant,"""of Laurentum""",LARYN,Lauren,meaning,female,English
"feminine form",Modern,"""God is gracious""",LASHAWN,Shawn,meaning,female,English
"feminine form",Elaborated,"""strong""",LASHAY,"unisex Shay, probably",meaning,female,English
form,Elaborated,"""God is gracious""",LASHONDA,Shawna,meaning,female,English
"elaborated form",English,"""father""",LATANYA,"Tania, probably",meaning,female,Latin
"elaborated form",English,"""birthday,"" or in Church Latin ""Christmas day""",LATASHA,Tasha,meaning,female,Russian
spelling,Variant,"""happiness""",LATISHA,Letitia,meaning,female,English
form,Elaborated,"""invaluable""",LATONYA,Tonya,"possibly meaning",female,English
form,Elaborated,"""toy""",LATOYA,"Toya, probably",meaning,female,English
form,Feminine,"""laurel."" Or from Greek Lavra, meaning ""an alley, a passage""",LAURA,Laurus,meaning,female,Latin
"variant spelling",English,"""land of the people of Lothar""",LAURAINE,Lorraine,meaning,female,French
"pet form",English,"""laurel""",LAUREEN,Laura,meaning,female,Latin
form,Elaborated,"""laurel""",LAURELLE,Laurel,meaning,female,English
form,Unisex,"""of Laurentum""",LAUREN,Laurence,meaning,female,English
spelling,Variant,"""of Laurentum""",LAURENA,Lorena,meaning,female,English
form,Feminine,"""of Laurentum""",LAURENCIA,Laurence,meaning,female,English
spelling,Variant,"""of Laurentum""",LAURENE,Lauren,meaning,female,English
"pet form",Unisex,"""of Laurentum""",LAURIE,"Lauren and Laurence, both",meaning,female,English
"elaborated form",English,"""laurel""",LAURINDA,Laura,meaning,female,Latin
"pet form",English,"""laurel""",LAURINE,Laura,meaning,female,Latin
"pet form",English,"""laurel""",LAURISSA,Laura,meaning,female,Latin
spelling,Variant,"""of Laurentum""",LAURYN,Lauren,meaning,female,English
spelling,Variant,"""spring-like; to be verdant""",LAVERN,Laverne,"possibly meaning",female,English
form,English,"""spring-like; to be verdant""",LAVERNE,"Latin Laverna","possibly meaning",female,Roman
spelling,Variant,"""yew tree""",LAVONE,Lavonne,meaning,female,English
"elaborated form","Modern English","""yew tree""",LAVONNE,Yvonne,meaning,female,French
"elaborated form","Modern English","""a Wend; a wanderer""",LAWANDA,Wanda,meaning,female,German
spelling,Variant,"""leek garden""",LAYTON,"unisex Leighton",meaning,female,English
spelling,Variant,"""meadow""",LEAH,"English Lea",meaning,female,Old
form,Short,"""foreign; the other""",LEANORA,Eleanora,meaning,female,Latin
spelling,Variant,"""God is my oath""",LEESA,Lisa,meaning,female,English
"variant spelling",English,"""weary""",LEIA,Leah,meaning,female,Hebrew
spelling,Variant,"""meadow""",LEIGH,"unisex Lee",meaning,female,English
form,Pet,"""foreign; the other""",LENA,Eleanor,meaning,female,English
form,Pet,"""foreign; the other""",LENORA,Eleanora,meaning,female,Latin
spelling,Variant,"""foreign; the other""",LENORE,Lenora,meaning,female,Latin
"feminine form",English,"""lion""",LEOLA,Leo,meaning,female,Latin
form,Feminine,"""lion""",LEONA,Leo,meaning,female,Latin
"variant spelling",English,"""lion""",LEONE,Leona,meaning,female,Latin
form,Short,"""foreign; the other""",LEONORA,Eleanora,meaning,female,Italian
form,Short,"""foreign; the other""",LEONORE,Eleonore,meaning,female,German
form,English,"""lion-like""",LEONTYNE,Léontine,meaning,female,French
form,Short,"""garden of hollies""",LES,"unisex Lesley",meaning,female,English
form,Elaborated,"""God is my oath""",LESIA,Lisa,meaning,female,English
form,Feminine,"""garden of hollies""",LESLEIGH,"unisex Lesley",meaning,female,English
form,Anglicized,"""garden of hollies""",LESLEY,"unisex Leslie",meaning,female,Scottish
spelling,Variant,"""garden of hollies""",LESLY,"unisex Lesley",meaning,female,English
"pet form",Feminine,"""garden of hollies""",LESSIE,"unisex Leslie",meaning,female,Scottish
form,Short,"""truth""",LETHA,Aletha,meaning,female,English
form,English,"""happiness""",LETITIA,Lætitia,meaning,female,Latin
form,"Middle English","""happiness""",LETTICE,Lætitia,meaning,female,Latin
form,Pet,"""happiness""",LETTIE,"English Lettice",meaning,female,Middle
spelling,Variant,"""happiness""",LETTY,Lettie,meaning,female,English
spelling,Variant,"""famous warrior""",LEWELLA,Louella,meaning,female,English
form,Short,"""defender of mankind""",LEX,"unisex Alex",meaning,female,English
"pet form",English,"""defender of mankind""",LEXA,Alexandra,meaning,female,Latin
spelling,Variant,"""defender of mankind""",LEXI,Lexy,meaning,female,English
"short form",English,"""defender""",LEXIA,Alexia,meaning,female,Latin
spelling,Variant,"""defender of mankind""",LEXIE,Lexy,meaning,female,English
form,Elaborated,"""defender of mankind""",LEXINE,Lexy,meaning,female,English
form,Short,"""defender""",LEXUS,"unisex Alexus",meaning,female,Latin
"pet form",English,"""defender of mankind""",LEXY,Alexandra,meaning,female,Latin
form,Short,"""sun""",LIANA,Eliana,meaning,female,Latin
form,Short,"""sun""",LIANE,"Éliane",meaning,female,French
spelling,Variant,"""God is my oath""",LIBBIE,Libby,meaning,female,English
form,Pet,"""God is my oath""",LIBBY,Elizabeth,meaning,female,English
"pet form",English,"""of Lydia""",LIDDY,Lydia,meaning,female,Greek
spelling,Variant,"""lily""",LILI,Lily,meaning,female,English
form,Elaborated,"""lily""",LILIANNE,Lilian,meaning,female,English
form,Scottish,"""lily""",LILIAS,Liliana,meaning,female,Latin
form,Pet,"""lily""",LILITA,Lily,meaning,female,English
form,Hebrew,"""of the night."" In mythology, this is the name of a Mesopotamian storm demon associated with the wind and thought to bear disease and death. In ancient Semitic folklore, it is the name of a night demon. The oldest story considers Lilith to be Adam's first wife. In the bible, this is simply a word for a ""screech owl""",LILITH,Lilitu,meaning,female,Sumerian
spelling,Variant,"""lily""",LILLI,Lily,meaning,female,English
form,Short,"""lily""",LILLIA,Lillian,meaning,female,English
spelling,Variant,"""lily""",LILLIAN,Lilian,meaning,female,English
spelling,Variant,"""lily""",LILLIE,Lily,meaning,female,English
spelling,Variant,"""lily""",LILLY,Lily,meaning,female,English
spelling,Variant,"""Lincoln's wetlands""",LINDSEY,"unisex Lindsay",meaning,female,English
spelling,Variant,"""Lincoln's wetlands""",LINDSIE,"unisex Lindsay",meaning,female,English
form,Pet,"""serpent""",LINDY,Linda,meaning,female,English
spelling,Variant,"""little lake""",LINETTE,Lynette,meaning,female,English
"short form",English,"""twin flower""",LINN,Linnaea,meaning,female,Latin
spelling,Variant,"""little lake""",LINNET,Linette,meaning,female,English
spelling,Variant,"""little lake""",LINNETTE,Linette,meaning,female,English
form,Pet,"""serpent""",LINNIE,Linda,meaning,female,English
