"id","name","derivation","form","kind","meaning","rating","original","sex","source"
"964","Darlene","Pet form of English Darla, meaning "dear, darling"","form","Pet",""dear, darling"","Darla","meaning","female","English"
"965","Darrel","Variant spelling of English Darrell, meaning "from Airelle"","spelling","Variant",""from Airelle"","Darrell","meaning","male","English"
"966","Darren","Variant spelling of English Daren, meaning "from Araines"","spelling","Variant",""from Araines"","Daren","meaning","male","English"
"967","Darrin","Variant spelling of English Daren, meaning "from Araines"","spelling","Variant",""from Araines"","Daren","meaning","male","English"
"968","Darryl","Unisex form of English Darrell, meaning "from Airelle"","form","Unisex",""from Airelle"","Darrell","meaning","female","English"
"969","Darryl","Unisex form of English Darrell, meaning "from Airelle"","form","Unisex",""from Airelle"","Darrell","meaning","male","English"
"972","Daryl","Variant spelling of English unisex Darryl, meaning "from Airelle"","spelling","Variant",""from Airelle"","unisex Darryl","meaning","male","English"
"971","Daryl","Unisex form of English Darrell, meaning "from Airelle"","form","Unisex",""from Airelle"","Darrell","meaning","male","English"
"970","Daryl","Variant spelling of English unisex Darryl, meaning "from Airelle"","spelling","Variant",""from Airelle"","unisex Darryl","meaning","female","English"
"973","Dave","English short form of Hebrew David, meaning "beloved"","short form","English",""beloved"","David","meaning","male","Hebrew"
"974","Daven","Variant spelling of English Davin, meaning "little black one"","spelling","Variant",""little black one"","Davin","meaning","male","English"
"975","Davey","English pet form of Hebrew David, meaning "beloved"","pet form","English",""beloved"","David","meaning","male","Hebrew"
"976","David","Hebrew name, meaning "beloved"","name","Hebrew",""beloved"","-","meaning","male","-"
"977","Davida","Feminine form of Hebrew David, meaning "beloved"","form","Feminine",""beloved"","David","meaning","female","Hebrew"
"978","Davie","English pet form of Hebrew David, meaning "beloved"","pet form","English",""beloved"","David","meaning","male","Hebrew"
"979","Davina","Feminine form of English Davin, meaning "little black one"","form","Feminine",""little black one"","Davin","meaning","female","English"
"980","Davinia","Elaborated form of Latin Davina, meaning "beloved"","form","Elaborated",""beloved"","Davina","meaning","female","Latin"
"981","Davy","English pet form of Hebrew David, meaning "beloved"","pet form","English",""beloved"","David","meaning","male","Hebrew"
"982","Daw","English pet form of Hebrew David, meaning "beloved"","pet form","English",""beloved"","David","meaning","male","Hebrew"
"983","Dax","American English form of German Dachs, meaning "badger"","form","American English",""badger"","Dachs","meaning","male","German"
"984","Dayna","Variant spelling of Hebrew Dana, possibly meaning "judge"","spelling","Variant",""judge"","Dana","possibly meaning","female","Hebrew"
"985","Deana","Feminine form of English Dean, meaning "dean, head, leader"","form","Feminine",""dean, head, leader"","Dean","meaning","female","English"
"986","Deandre","English elaborated form of French AndrÃ©, meaning "man, warrior"","elaborated form","English",""man, warrior"","AndrÃ©","meaning","male","French"
"987","Deanna","Variant spelling of English Deana, meaning "dean, head, leader." Variant spelling of English Dinah, meaning "judgment"","spelling","Variant",""dean, head, leader." Variant spelling of English Dinah, meaning "judgment"","Deana","meaning","female","English"
"988","Deanne","Variant spelling of English Dinah, meaning "judgment"","spelling","Variant",""judgment"","Dinah","meaning","female","English"
"989","Deb","Short form of English Deborah, meaning "bee"","form","Short",""bee"","Deborah","meaning","female","English"
"990","Debbi","Variant spelling of English Debbie, meaning "bee"","spelling","Variant",""bee"","Debbie","meaning","female","English"
"991","Debbie","Pet form of English Deborah, meaning "bee"","form","Pet",""bee"","Deborah","meaning","female","English"
"992","Debby","Variant spelling of English Debbie, meaning "bee"","spelling","Variant",""bee"","Debbie","meaning","female","English"
"993","Debi","Pet form of English Deborah, meaning "bee"","form","Pet",""bee"","Deborah","meaning","female","English"
"994","Deborah","Anglicized form of Hebrew Debowrah, meaning "bee"","form","Anglicized",""bee"","Debowrah","meaning","female","Hebrew"
"995","Debra","Contracted form of English Deborah, meaning "bee"","form","Contracted",""bee"","Deborah","meaning","female","English"
"996","Debs","Pet form of English Deborah, meaning "bee"","form","Pet",""bee"","Deborah","meaning","female","English"
"997","Decima","Latin name, meaning "tenth"","name","Latin",""tenth"","-","meaning","female","-"
"998","Declan","Anglicized form of Irish Gaelic DeaglÃ¡n, meaning "fully good"","form","Anglicized",""fully good"","Gaelic DeaglÃ¡n","meaning","male","Irish"
"999","Deena","Variant spelling of English Deana, meaning "dean, head, leader"","spelling","Variant",""dean, head, leader"","Deana","meaning","female","English"
"1000","Deforrest","Variant spelling of English Deforest, meaning "from the forest"","spelling","Variant",""from the forest"","Deforest","meaning","male","English"
"1001","Del","Pet form of English Adela, meaning "noble"","form","Pet",""noble"","Adela","meaning","female","English"
"1002","Delaia","Variant spelling of English Delaiah, meaning "God has drawn"","spelling","Variant",""God has drawn"","Delaiah","meaning","male","English"
"1003","Delaiah","Anglicized form of Hebrew Delayah, meaning "God has drawn." Hebrew name meaning "God has drawn"","form","Anglicized",""God has drawn." Hebrew name meaning "God has drawn"","Delayah","meaning","male","Hebrew"
"1004","Delia","Greek name, meaning "of Delos"","name","Greek",""of Delos"","-","meaning","female","-"
"1005","Delice","Variant spelling of English Delicia, meaning "delight"","spelling","Variant",""delight"","Delicia","meaning","female","English"
"1006","Delicia","English feminine form of Latin Delicius, meaning "delight"","feminine form","English",""delight"","Delicius","meaning","female","Latin"
"1007","Delila","Variant spelling of English Delilah, meaning "delicate, weak"","spelling","Variant",""delicate, weak"","Delilah","meaning","female","English"
"1008","Delilah","Anglicized form of Hebrew Deliylah, meaning "delicate, weak"","form","Anglicized",""delicate, weak"","Deliylah","meaning","female","Hebrew"
"1009","Della","Feminine form of English Dell, meaning "lives in a dell/hollow"","form","Feminine",""lives in a dell/hollow"","Dell","meaning","female","English"
"1010","Dellma","Variant spelling of English Delma, possibly meaning "hospitable"","spelling","Variant",""hospitable"","Delma","possibly meaning","female","English"
"1011","Delma","Short form of English Fidelma, possibly meaning "hospitable"","form","Short",""hospitable"","Fidelma","possibly meaning","female","English"
"1012","Delora","English variant spelling of Spanish Dolores, meaning "sorrows"","variant spelling","English",""sorrows"","Dolores","meaning","female","Spanish"
"1013","Delores","English variant spelling of Spanish Dolores, meaning "sorrows"","variant spelling","English",""sorrows"","Dolores","meaning","female","Spanish"
"1014","Deloris","English variant spelling of Spanish Dolores, meaning "sorrows"","variant spelling","English",""sorrows"","Dolores","meaning","female","Spanish"
"1015","Delphina","Latin name, meaning "woman from Delphi," a city in Greece whose name probably means "dolphin"","name","Latin",""woman from Delphi," a city in Greece whose name probably means "dolphin"","-","meaning","female","-"
"1016","Delphine","French form of Latin Delphina, meaning "woman from Delphi." Because of its association with the "delphinium"","form","French",""woman from Delphi." Because of its association with the "delphinium"","Delphina","meaning","female","Latin"
"1017","Demetria","Feminine form of Latin Demetrius, meaning "loves the earth" or "follower of Demeter"","form","Feminine",""loves the earth" or "follower of Demeter"","Demetrius","meaning","female","Latin"
"1018","Demi","English short form of Latin Demetria, meaning "loves the earth" or "follower of Demeter"","short form","English",""loves the earth" or "follower of Demeter"","Demetria","meaning","female","Latin"
"1019","Dena","Variant spelling of English Deana, meaning "dean, head, leader."Variant spelling of English Dinah, meaning "judgment"","spelling","Variant",""dean, head, leader."Variant spelling of English Dinah, meaning "judgment"","Deana","meaning","female","English"
"1020","Dene","Variant spelling of English Dean, meaning "dean, ecclesiastical supervisor"","spelling","Variant",""dean, ecclesiastical supervisor"","Dean","meaning","male","English"
"1021","Deni","Pet form of French Denise, meaning "follower of Dionysos"","form","Pet",""follower of Dionysos"","Denise","meaning","female","French"
"1022","Denice","English variant spelling of French Denise, meaning "follower of Dionysos"","variant spelling","English",""follower of Dionysos"","Denise","meaning","female","French"
"1023","Deniece","English variant spelling of French Denise, meaning "follower of Dionysos"","variant spelling","English",""follower of Dionysos"","Denise","meaning","female","French"
"1024","Denis","Anglicized form of Irish Gaelic Donnchadh, meaning "brown warrior"","form","Anglicized",""brown warrior"","Gaelic Donnchadh","meaning","male","Irish"
"1025","Denisa","English variant spelling of French Denise, meaning "follower of Dionysos"","variant spelling","English",""follower of Dionysos"","Denise","meaning","female","French"
"1026","Denise","Feminine form of French Denis, meaning "follower of Dionysos"","form","Feminine",""follower of Dionysos"","Denis","meaning","female","French"
"1027","Dennis","English form of Latin Dionysius, meaning "follower of Dionysos"","form","English",""follower of Dionysos"","Dionysius","meaning","male","Latin"
"1028","Denny","Pet form of English Dennis, meaning "follower of Dionysos"","form","Pet",""follower of Dionysos"","Dennis","meaning","male","English"
"1029","Denys","Variant spelling of English Dennis, meaning "follower of Dionysos"","spelling","Variant",""follower of Dionysos"","Dennis","meaning","male","English"
"1030","Deon","English variant spelling of French Dion, meaning "god, Zeus"","variant spelling","English",""god, Zeus"","Dion","meaning","male","French"
"1031","Deonne","English variant spelling of French Dion, meaning "god, Zeus"","variant spelling","English",""god, Zeus"","Dion","meaning","male","French"
"1033","Derby","Variant spelling of English unisex Darby, meaning "deer farm"","spelling","Variant",""deer farm"","unisex Darby","meaning","male","English"
