code,title,description
15203,"INDUSTRI SEPATU TEKNIK LAPANGAN/KEPERLUAN INDUSTRI","Kelompok ini mencakup usaha pembuatan sepatu termasuk pembuatan bagian-bagian dari sepatu untuk keperluan teknik lapangan/industri dari kulit, kulit buatan, karet dan plastik, seperti sepatu tahan kimia, sepatu tahan panas, sepatu pengaman."
15209,"INDUSTRI ALAS KAKI LAINNYA","Kelompok ini mencakup usaha pembuatan alas kaki lainnya yang belum termasuk golongan manapun, seperti sepatu kesehatan dan sepatu lainnya, misalnya sepatu dari gedebog (pelepah batang pisang) dan eceng gondok. Termasuk industri gaiter, legging dan barang sejenisnya."
16,"INDUSTRI KAYU, BARANG DARI KAYU DAN GABUS (TIDAK TERMASUK FURNITUR) DAN BARANG ANYAMAN DARI BAMBU, ROTAN DAN SEJENISNYA","Golongan pokok ini mencakup pembuatan barang-barang dari kayu. Kebanyakan digunakan untuk konstruksi dan juga mencakup berbagai proses pengerjaan dari penggergajian sampai pembentukan dan perakitan barang-barang dari kayu, dan dari perakitan sampai produk jadi seperti kontainer kayu. Terkecuali penggergajian, golongan pokok ini terbagi lagi sebagian besar didasarkan pada produk spesifik yang dihasilkan. Golongan pokok ini tidak mencakup pembuatan mebeler, atau perakitan/pemasangan perabot kayu dan sejenisnya."
161,"INDUSTRI PENGGERGAJIAN DAN PENGAWETAN KAYU, ROTAN, BAMBU DAN SEJENISNYA","Golongan ini mencakup proses pengerjaan dari penggergajian kayu dan batang kayu sampai proses selanjutnya, pembuatan bantalan kayu rel kereta api, bahan kayu untuk lantai yang belum dirakit, wol kayu, tepung kayu, irisan dan partikel kayu. Golongan ini juga mencakup pengeringan kayu dan pengolahan secara kimia dan perendaman kayu dengan bahan pengawet dari bahan lainnya. Golongan ini tidak mencakup penggergajian kayu dan produksi kayu kasar (lihat 022), pembuatan lembaran tipis veneer (lapisan) yang dipakai dalam plywood (triplek), papan dan panel, sirap dan shakes, beading dan kayu cetakan."
1610,"INDUSTRI PENGGERGAJIAN DAN PENGAWETAN KAYU, ROTAN, BAMBU DAN SEJENISNYA","Subgolongan ini mencakup :- Penggergajian kayu dengan mesin- Pengirisan, pengulitan dan pemotongan kayu gelondongan - Industri kayu untuk bantalan rel kereta- Industri bahan baku untuk pembuatan lantai kayu- Industri wol kayu, tepung kayu, irisan dan partikel kayuSubgolongan ini juga mencakup :- Pengeringan kayu (pengawetan)- Pengolahan kimia dan perendaman kayu dengan bahan pengawet atau bahan lainnyaSubgolongan ini tidak mencakup :- Penebangan kayu dan produksi kayu dalam keadaan kasar, lihat 0220- Industri lembaran lapisan veneer (kayu halus) yang cukup tipis yang digunakan dalam pembuatan triplek, papan dan panel, lihat 1621- Industri atap sirap, manik-manik kayu dan papan hias tembok, lihat 1622"
16101,"INDUSTRI PENGGERGAJIAN KAYU","Kelompok ini mencakup usaha penggergajian, pengirisan, pengulitan dan pemotongan kayu gelondongan menjadi balok, kaso (usuk), reng, papan dan sebagainya. Termasuk industri kayu untuk bantalan rel kereta dan bahan baku untuk pembuatan lantai kayu."
16102,"INDUSTRI PENGAWETAN KAYU","Kelompok ini mencakup usaha pengawetan kayu dengan cara pengeringan kayu, pengolahan kimia dan perendaman kayu dengan bahan pengawet atau bahan lainnya."
16103,"INDUSTRI PENGAWETAN ROTAN, BAMBU DAN SEJENISNYA","Kelompok ini mencakup usaha pengawetan rotan, bambu dan sejenisnya."
16104,"INDUSTRI PENGOLAHAN ROTAN","Kelompok ini mencakup usaha pengolahan rotan menjadi bahan setengah jadi, seperti rotan poles, hati rotan dan kulit rotan."
16105,"INDUSTRI PARTIKEL KAYU DAN SEJENISNYA","Kelompok ini mencakup usaha pembuatan partikel kayu dan sejenisnya seperti wol kayu, tepung kayu, dan irisan atau serpih kayu (woodchips)."
162,"INDUSTRI BARANG DARI KAYU; INDUSTRI BARANG DARI GABUS DAN BARANG ANYAMAN DARI JERAMI, ROTAN, BAMBU DAN SEJENIS LAINNYA","Golongan ini mencakup pembuatan barang-barang dari kayu, barang- barang anyaman dari bambu, rotan dan sejenisnya, termasuk bentuk dasar seperti barang rakitan. Golongan ini juga mencakup pembuatan lembaran tipis veneer (lapisan), plywood (triplek), barang-barang kayu yang dimaksudkan untuk digunakan konstruksi, pembuatan kontainer kayukecuali koper. Barang kayu lainnya, pembuatan barang-barang dari kayu gabus, jerami dan barang anyaman lainnya."
1621,"INDUSTRI VENEER, KAYU LAPIS, KAYU LAMINASI DAN SEJENISNYA","Subgolongan ini mencakup :- Industri lembaran veneer (kayu halus) yang cukup tipis yang digunakan untuk melapisi, membuat triplek atau kegunaan lainnya, meliputi proses pelicinan, pencelupan, pelapisan, pengisian, penguatan (baik dengan kertas atau kain) dan dibuat dalam bentuk motif- Industri triplek, panel veneer (kayu halus) dan jenis papan dan lembaran berlapis kayu- Industri papan partikel dan papan serat- Industri kayu yang dipadatkan- Industri kayu laminasi"
16211,"INDUSTRI KAYU LAPIS","Kelompok ini mencakup usaha pembuatan kayu lapis biasa, seperti kayu lapis tripleks, multipleks, kayu lapis interior, eksterior dan sejenisnya. Termasuk juga kayu lapis konstruksi, seperti kayu lapis cetak beton, kayu lapis tahan air dan sejenisnya."
16212,"INDUSTRI KAYU LAPIS LAMINASI, TERMASUK DECORATIVE PLYWOOD","Kelompok ini mencakup usaha pembuatan kayu lapis yang dilaminasi, seperti teak wood, rose wood, polyester plywood dan sejenisnya. Termasuk juga bambu lapis yang dilaminasi."
16213,"INDUSTRI PANEL KAYU LAINNYA","Kelompok ini mencakup usaha pembuatan panel kayu lainnya, seperti particle board, chip board, fibre board, Medium Density Fibreboard (MDF) dan sejenisnya."
16214,"INDUSTRI VENEER","Kelompok ini mencakup usaha pembuatan serutan pelapis (veneer) dengan cara pengupasan (rotary), penyayatan (slicer) dan sejenisnya."
16215,"INDUSTRI KAYU LAMINASI","Kelompok ini mencakup industri kayu laminasi seperti barecore, blockboard, dan lamin board."
1622,"INDUSTRI BARANG BANGUNAN DARI KAYU","Subgolongan ini mencakup :- Industri komponen bahan bangunan dari kayu yang digunakan utamanya untuk industri konstruksi, seperti balok, kaso, rangka atap yang dihaluskan keempat sisinya; tiang penopang yang dibuat dari kayu secara bilah sambung (finger joint) dengan perekat atau dihubungkan dengan logam (metal); profil dan moulding kayu; daun pintu/jendela dan rangkanya (kusen) baik yang mengandung bahan logam atau tidak, seperti engsel, kunci dan sebagainya; tangga, susuran tangga; manik-manik dari kayu dan papan penghias tembok dan papan nama; atap sirap, lantai kayu siap pasang- Industri rumah/bangunan pabrikan atau prefabrikasi atau elemen-elemennya yang didominasi oleh kayu- Industri rumah bergerak- Industri partisi kayu (tidak termasuk penyekat ruangan yang berdiri sendiri/furnitur)Subgolongan ini tidak mencakup :- Industri bahan baku untuk pembuatan lantai kayu, lihat 1610- Industri lemari dapur (kabinet), rak buku, lemari pakaian dan sebagainya, lihat 3100- Industri partisi kayu, penyekat ruangan yang berdiri sendiri/furnitur, lihat 3100"
16221,"INDUSTRI BARANG BANGUNAN DARI KAYU","Kelompok ini mencakup industri komponen bahan bangunan dari kayu yang digunakan utamanya untuk industri konstruksi, seperti balok, kaso, rangka atap yang dihaluskan keempat sisinya; tiang penopang yang dibuat dari kayu secara bilah sambung (finger joint) dengan perekat atau dihubungkan dengan logam (metal); profil dan moulding kayu, daun pintu/jendela dan rangkanya (kusen), tangga dan susuran tangga, manik-manik dari kayu dan papan penghias tembok dan papan nama; atap sirap, lantai kayu siap pasang yang terbuat dari kayu solid (solid wood) atau engineering wood; serta pengerjaan kayu untuk bahan bangunan lainnya."
16222,"INDUSTRI BANGUNAN PRAFABRIKASI DARI KAYU","Kelompok ini mencakup usaha pengerjaan kayu untuk bangunan prafabrikasi. Termasuk industri rumah bergerak dan partisi kayu (tidak termasuk penyekat ruangan yang berdiri sendiri/furnitur)"
1623,"INDUSTRI WADAH DARI KAYU","Subgolongan ini mencakup :- Industri kotak kemas, boks, peti kayu, drum kayu dan kemasan sejenisnya dari kayu- Industri palet (pallets), kotak palet dan papan muat dari kayu lainnya - Industri barel, tong, ember dan produk dari kayu lainnya- Industri gulungan kawat dari kayuSubgolongan ini tidak mencakup :- Industri tas koper (luggage), lihat 1512- Industri wadah dari bahan anyaman, lihat 1629"
16230,"INDUSTRI WADAH DARI KAYU","Kelompok ini mencakup usaha pembuatan segala macam wadah atau peti/kotak dari kayu untuk pengemasan, seperti kotak kemas, boks, peti kayu, drum kayu dan kemasan sejenisnya dari kayu; palet (pallets), kotak palet dan papan muat dari kayu lainnya; barel, tong, ember dan produk dari kayu lainnya; dan gulungan kawat dari kayu."
1629,"INDUSTRI BARANG LAINNYA DARI KAYU; INDUSTRI BARANG DARI GABUS DAN BARANG ANYAMAN DARI JERAMI, ROTAN, BAMBU DAN SEJENISNYA","Subgolongan ini mencakup :- Industri berbagai macam barang dari kayu, seperti gagang atau badan untuk perkakas, sapu, sikat; bagian dari bot dan sepatu (seperti hak dan alas sepatu); gantungan baju, frame cermin dan pigura dari kayu, frame kanvas; gagang payung, tongkat dan sejenisnya; peralatan rumah tangga dan peralatan dapur dari kayu; patung dan ornamen dari kayu; kotak kayu untuk perhiasan, alat makan seperti sendok, garpu dan pisau dan barang sejenisnya; kumparan dari kayu, gulungan benang jahit dan barang sejenisnya dari kayu; kayu cetakan untuk pembuatan pipa rokok dan barang lainnya dari kayu- Pengolahan gabus alami, industri gabus aglomerasi- Industri barang dari gabus alami atau gabus aglomerasi, termasuk penutup lantai dari gabus- Industri bahan anyaman dan barang dari bahan anyaman, seperti keset kaki, tikar, kasa/tabir, wadah dan sebagainya- Industri keranjang dan barang anyaman- Industri kayu bakar, dibuat dari kayu atau bahan substitusi seperti ampas kopi atau biji kedelai yang dipresSubgolongan ini tidak mencakup :- Industri keset kaki atau tikar dari bahan tekstil, lihat 1392- Industri tas koper (luggage), lihat 1512- Industri alas kaki dari kayu, lihat 1520- Industri korek api, lihat 2029- Industri case (badan) jam dinding, lihat 2652- Industri alat penggulung benang dari kayu yang menjadi bagian dari mesin tekstil, lihat 2826- Industri furnitur, lihat 3100- Industri mainan dari kayu, lihat 3240- Industri pelampung gabus, lihat 3290- Industri sikat dan sapu, lihat 3290- Industri peti mati, lihat 3290"
16291,"INDUSTRI BARANG ANYAMAN DARI ROTAN DAN BAMBU","Kelompok ini mencakup usaha pembuatan macam-macam tikar, webbing, lampit, tas, topi, tampah, kukusan, bakul, kipas, tatakan, bilik/gedek dan sejenisnya yang bahan utamanya dari rotan atau bambu."
16292,"INDUSTRI BARANG ANYAMAN DARI TANAMAN BUKAN ROTAN DAN BAMBU","Kelompok ini mencakup usaha pembuatan macam-macam tikar, keset, tas, topi, tatakan dan kerajinan tangan lainnya yang bahan utamanya bukan rotan dan bambu, seperti pandan, mendong, serat, rumput dan sejenisnya."
16293,"INDUSTRI KERAJINAN UKIRAN DARI KAYU BUKAN MEBELLER","Kelompok ini mencakup usaha pembuatan macam-macam barang kerajinan dan ukir-ukiran dari kayu, seperti relief, topeng, patung, wayang, vas bunga, pigura dan kap lampu."
16294,"INDUSTRI ALAT DAPUR DARI KAYU, ROTAN DAN BAMBU","Kelompok ini mencakup usaha pembuatan macam-macam barang kerajinan dan ukir-ukiran dari kayu, seperti relief, topeng, patung, wayang, vas bunga, pigura dan kap lampu."
16295,"INDUSTRI KAYU BAKAR DAN PELET KAYU","Kelompok ini mencakup industri kayu bakar dan pelet kayu yang dibuat dari serbuk kayu atau bahan substitusi seperti ampas kopi atau biji kedelai yang dipres."
16299,"INDUSTRI BARANG DARI KAYU, ROTAN, GABUS LAINNYA YTDL","Kelompok ini mencakup usaha pembuatan barang-barang dari kayu, rotan dan gabus lainnya yang belum tercakup sebelumnya. Barang-barang dari kayu misalnya alat tenun, gantungan baju, chopstik, tusuk gigi, sempoa (alat hitung), penggaris dan papan tulis. Termasuk juga pembuatan alat- alat kerja dari kayu, seperti plesteran, palu, rumah serutan kayu, gagang pegangan perkakas, palet, papan cucian dan sejenisnya. Barang dari gabus misalnya gabus lembaran, sumbat, piringan, cincin, pelapis, pelampung dan lainnya."
17,"INDUSTRI KERTAS DAN BARANG DARI KERTAS","Golongan pokok ini mencakup pembuatan bubur kayu, kertas, dan produk kertas olahan. Pembuatan dari produk-produk tersebut dikelompokkan bersama karena merupakan satu rangkaian proses pengolahan yang berkaitan. Lebih dari itu kegiatan seringkali dilakukan dalam satu unit. Ada tiga kegiatan utama, yaitu Pertama, pembuatan bubur kertas yang meliputi pemisahan serat selulosa dari kotoran dalam kayu atau kertas bekas. Kedua, pembuatan kertas yang meliputi penyusunan serat selulosa menjadi lembaran-lembaran. Ketiga, barang kertas olahan dibuat dari kertas dan bahan lain dengan berbagai teknik pemotongan dan pembentukan, termasuk kegiatan pelapisan dan laminasi. Barang kertas dapat merupakan barang cetakan (kertas pelapis dinding, kertas kado dan lain-lain), selagi pencetakan bukanlah merupakan hal yang utama. Golongan pokok ini utamanya terbagi menjadi produksi bubur kertas, kertas dan papan kertas, dan selebihnya termasuk produksi produk kertas dan kertas yang diproses lebih lanjut."
170,"INDUSTRI KERTAS DAN BARANG DARI KERTAS","Golongan ini mencakup pembuatan bubur kertas yang dikelantang, semi kelantang atau tidak dikelantang dengan proses mekanik dan serat kimiawi, pemisahan tinta dan pembuatan bubur kertas dari limbah kertas, jasa pembuatan kertas dan papan kertas yang ditujukan untuk pengolahan lebih lanjut. Golongan ini juga mencakup pembuatan kertas berombak dan papan kertas dan kontainer dari kertas dan papan kertas, dan juga pembuatan barang lain dari kertas dan papan kertas untuk rumah tangga dan kegunaan lain."
1701,"INDUSTRI BUBUR KERTAS, KERTAS DAN PAPAN KERTAS","Subgolongan ini mencakup :- Industri bubur kertas yang diputihkan, separuh putihkan atau yang tidak diputihkan baik melalui proses mekanis, kimia (pelarutan atau non pelarutan), maupun semi kimia- Industri bubur kertas cotton-linters- Penghilangan tinta dan industri bubur kertas dari kertas bekas- Industri kertas dan papan kertas yang digunakan untuk proses industri lebih lanjutSubgolongan ini juga termasuk :- Proses lebih lanjut dari kertas dan papan kertas, seperti pelapisan, pembungkusan dan peresapan kertas dan papan kertas; industri kertas kerut (krep); industri laminasi dan kertas timah, jika dilaminasi dengan kertas dan papan kertas- Industri kertas buatan tangan- Industri kertas koran dan kertas cetak lainnya atau kertas tulis- Industri wadding dan webs selulosa dari serat selulosa- Industri kertas karbon atau kertas stensil dalam gulungan-gulungan atau lembaran-lembaran besarSubgolongan ini tidak mencakup :- Industri kertas dan papan kertas bergelombang, lihat 1702- Industri barang-barang dari kertas, papan karton, dan bubur kertas yang diproses lebih lanjut, lihat 1709- Industri pelapisan atau peresapan kertas, di mana pelapisan atau peresapannya adalah merupakan unsur utama, lihat sub golongan di mana industri pelapisan dan peresapan diklasifikasikan- Industri kertas ampelas, lihat 2399"
17011,"INDUSTRI BUBUR KERTAS (PULP)","Kelompok ini mencakup usaha pembuatan bubur kertas dengan bahan dari kayu atau serat lainnya dan atau kertas bekas. Kegiatannya mencakup industri bubur kertas yang diputihkan, separuh putihkan atau yang tidak diputihkan baik melalui proses mekanis, kimia (pelarutan atau non pelarutan), maupun semi kimia, industri bubur kertas cotton-linters dan penghilangan tinta dan industri bubur kertas dari kertas bekas."
17012,"INDUSTRI KERTAS BUDAYA","Kelompok ini mencakup usaha pembuatan kertas koran dan kertas tulis cetak."
17013,"INDUSTRI KERTAS BERHARGA","Kelompok ini mencakup usaha pembuatan kertas bandrol, bank notes, cheque paper, security paper, watermark paper, meterai, perangko dan sejenisnya."
17014,"INDUSTRI KERTAS KHUSUS","Kelompok ini mencakup usaha pembuatan kertas khusus, seperti cardiopan, kertas litmus/lakmus, metalic paper, acid proof paper, kertas pola, kertas tersalut, kertas celopan dan sejenisnya. Pengerjaan kertas yang melapisi dengan segala cara, seperti coating, glazing, gumming, dan laminating serta pembuatan kertas karbon dan stensil dimasukkan dalam kelompok 17099, jika dalam bentuk potongan siap dijual ke konsumen. Pembuatan kertas fotografi dimasukkan dalam kelompok 20299. Pembuatan kertas penggosok/amplas (abrasive paper) dimasukkan dalam kelompok 23990."
17019,"INDUSTRI KERTAS LAINNYA","Kelompok ini mencakup usaha pembuatan kertas magnetik, kertas kerut (crep) dan gumpalan selulosa dan webs serat selulosa."
1702,"INDUSTRI KERTAS DAN PAPAN KERTAS BERGELOMBANG DAN WADAH DARI KERTAS DAN PAPAN KERTAS","Subgolongan ini mencakup :- Industri kertas dan papan kertas bergelombang- Industri kemasan dan kotak dari kertas dan papan kertas bergelombang - Industri kemasan dan kotak papan kertas yang dapat dilipat- Industri kemasan dan kotak dari papan padat- Industri kemasan dan kotak lain dari kertas dan papan kertas- Industri sak dan kantong kertas- Industri kotak file kantor dan barang sejenisnyaSubgolongan ini tidak mencakup :- Industri amplop, lihat 1709- Industri barang cetakan atau yang dipres yang terbuat dari bubur kertas (misalnya kotak untuk mengepak telur, piring dari bubur kertas), lihat 1709"
