"",class_name,gdp,return_on_invest
2881,goodtimes,52.293,57.935
2882,recession,42.766,42.072
2883,riproaringtimes,41.821,60.287
2884,riproaringtimes,46.646,67.67
2885,riproaringtimes,51.115,56.161
2886,goodtimes,57.467,56.056
2887,goodtimes,55.577,53.257
2888,goodtimes,63.214,49.633
2889,riproaringtimes,41.903,74.029
2890,recession,48.69,43.972
2891,recession,35.538,50.046
2892,goodtimes,57.363,58.318
2893,goodtimes,55.184,56.422
2894,riproaringtimes,45.507,61.974
2895,recession,44.464,36.378
2896,recession,46.391,40.106
2897,riproaringtimes,50.859,68.084
2898,recession,50.553,49.445
2899,recession,46.137,49.189
2900,recession,41.034,52.437
2901,goodtimes,48.489,52.354
2902,goodtimes,53.292,55.094
2903,goodtimes,55.327,54.612
2904,riproaringtimes,51.842,56.652
2905,goodtimes,56.893,57.154
2906,goodtimes,63.533,58.979
2907,goodtimes,62.569,58.938
2908,recession,44.617,42.252
2909,riproaringtimes,54.529,61.074
2910,riproaringtimes,52.782,62.265
2911,goodtimes,49.935,56.126
2912,goodtimes,60.204,44.881
2913,goodtimes,58.776,49.49
2914,riproaringtimes,61.653,60.534
2915,riproaringtimes,50.633,68.669
2916,riproaringtimes,54.407,65.861
2917,recession,55.465,48.456
2918,recession,47.4,41.304
2919,riproaringtimes,49.302,65.027
2920,riproaringtimes,53.978,63.929
2921,recession,39.649,44.581
2922,recession,38.433,50.81
2923,recession,49.394,41.755
2924,riproaringtimes,46.495,58.12
2925,goodtimes,55.348,57.366
2926,recession,46.719,46.726
2927,goodtimes,53.181,43.61
2928,recession,48.078,40.111
2929,riproaringtimes,50.828,68.225
2930,riproaringtimes,49.396,64.755
2931,recession,47.603,45.009
2932,riproaringtimes,52.142,65.151
2933,recession,46.283,45.952
2934,goodtimes,52.476,50.221
2935,goodtimes,54.686,57.768
2936,goodtimes,59.486,55.221
2937,recession,42.188,44.684
2938,recession,43.54,43.09
2939,goodtimes,52.648,58.007
2940,recession,43.809,42.291
2941,riproaringtimes,49.462,72.272
2942,goodtimes,61.929,52.066
2943,goodtimes,49.553,56.96
2944,riproaringtimes,47.247,62.111
2945,riproaringtimes,54.8,67.622
2946,riproaringtimes,55.53,69.215
2947,goodtimes,61.976,57.907
2948,recession,43.582,38.482
2949,riproaringtimes,44.247,57.829
2950,recession,40.362,41.771
2951,goodtimes,49.203,60.512
2952,riproaringtimes,59.364,69.207
2953,riproaringtimes,47.519,69.39
2954,recession,43.99,49.807
2955,recession,43.617,46.74
2956,goodtimes,39.205,51.662
2957,goodtimes,58.06,60.673
2958,recession,46.23,40.227
2959,riproaringtimes,47.621,66.831
2960,recession,54.661,46.624
2961,recession,45.184,46.441
2962,riproaringtimes,47.96,51.554
2963,goodtimes,61.586,59.274
2964,recession,52.864,50.585
2965,riproaringtimes,45.457,64.68
2966,riproaringtimes,51.889,60.427
2967,recession,39.257,42.804
2968,riproaringtimes,48.731,65.399
2969,recession,43.552,42.429
2970,riproaringtimes,52.055,67.569
2971,recession,49.756,49.724
2972,goodtimes,57.088,61.655
2973,riproaringtimes,51.293,60.946
2974,riproaringtimes,46.901,64.251
2975,recession,38.498,50.563
2976,goodtimes,56.966,46.627
2977,goodtimes,51.68,52.289
2978,goodtimes,59.469,58.362
2979,goodtimes,56.763,53.277
2980,riproaringtimes,52.641,65.454
2981,recession,51.448,43.789
2982,goodtimes,61.255,56.293
2983,riproaringtimes,60.001,65.357
2984,recession,44.387,41.519
2985,goodtimes,58.604,52.367
2986,riproaringtimes,50.6,59.727
2987,recession,40.974,45.323
2988,riproaringtimes,54.275,59.492
2989,riproaringtimes,53.112,66.987
2990,riproaringtimes,48.02,62.136
2991,goodtimes,50.1,55.962
2992,goodtimes,55.148,61.666
2993,riproaringtimes,50.069,60.345
2994,goodtimes,63.763,61.752
2995,riproaringtimes,41.602,68.815
2996,recession,42.91,45.045
2997,recession,44.646,37.702
2998,goodtimes,49.288,53.138
2999,goodtimes,54.759,55.988
3000,goodtimes,58.962,60.53
3001,recession,51.953,43.614
3002,goodtimes,54.79,49.268
3003,recession,46.015,46.379
3004,recession,38.31,48.677
3005,riproaringtimes,53.856,62.04
3006,riproaringtimes,55.786,62.265
3007,goodtimes,59.434,53.134
3008,riproaringtimes,48.722,65.328
3009,riproaringtimes,41.26,63.308
3010,recession,48.586,47.577
3011,riproaringtimes,52.417,69.539
3012,recession,43.471,43.472
3013,riproaringtimes,48.382,65.448
3014,goodtimes,55.786,54.998
3015,recession,48.201,51.598
3016,goodtimes,55.819,54.183
3017,recession,50.057,45.741
3018,goodtimes,49.937,58.665
3019,riproaringtimes,54.274,51.082
3020,riproaringtimes,47.236,63.522
3021,recession,37.189,48.689
3022,goodtimes,51.174,50.266
3023,goodtimes,56.1,60.103
3024,recession,41.037,40.046
3025,recession,52.753,46.03
3026,recession,41.4,45.426
3027,goodtimes,55.555,49.366
3028,riproaringtimes,52.926,66.551
3029,riproaringtimes,45.549,73.228
3030,recession,47.047,49.489
3031,riproaringtimes,53.831,61.491
3032,goodtimes,61.225,60.712
3033,recession,42.379,43.898
3034,goodtimes,58.144,63.133
3035,goodtimes,53.322,49.319
3036,riproaringtimes,54.966,63.494
3037,recession,50.713,47.173
3038,riproaringtimes,50.271,65.827
3039,goodtimes,50.945,54.842
3040,recession,50.022,50.096
3041,goodtimes,51.768,53.813
3042,riproaringtimes,45.035,67.255
3043,recession,44.03,44.556
3044,recession,46.03,50.97
3045,recession,49.851,38.749
3046,goodtimes,51.844,55.478
3047,goodtimes,50.086,55.917
3048,riproaringtimes,54.705,68.641
3049,recession,49.114,39.584
3050,recession,43.116,42.348
3051,recession,45.638,45.763
3052,riproaringtimes,43.371,67.141
3053,recession,45.97,40.326
3054,riproaringtimes,52.193,73.941
3055,riproaringtimes,46.873,70.932
3056,riproaringtimes,56.246,74.127
3057,goodtimes,53.967,59.176
3058,recession,40.127,45.112
3059,goodtimes,52.599,58.13
3060,goodtimes,52.671,64.166
3061,goodtimes,55.699,54.217
3062,goodtimes,57.981,59.932
3063,recession,42.163,52.099
3064,goodtimes,56.499,52.553
3065,riproaringtimes,53.632,67.94
3066,goodtimes,57.174,56.492
3067,goodtimes,51.24,55.294
3068,recession,45.267,50.234
3069,goodtimes,54.232,55.475
3070,riproaringtimes,55.241,64.69
3071,goodtimes,51.069,51.514
3072,recession,45.701,42.018
3073,goodtimes,50.734,51.595
3074,recession,44.524,45.726
3075,riproaringtimes,51.129,61.006
3076,recession,51.347,42.475
3077,goodtimes,50.631,49.87
3078,riproaringtimes,52.054,65.209
3079,riproaringtimes,49.688,49.92
3080,recession,53.193,40.259
3081,recession,44.417,46.786
3082,recession,47.24,47.059
3083,riproaringtimes,57.337,66.69
3084,riproaringtimes,50.87,55.896
3085,recession,58.406,44.103
3086,goodtimes,49.797,53.429
3087,goodtimes,51.393,50.68
3088,goodtimes,52.725,60.314
3089,goodtimes,47.124,53.025
3090,recession,50.854,45.706
3091,riproaringtimes,53.119,67.348
3092,recession,41.573,38.874
3093,goodtimes,44.949,56.545
3094,goodtimes,59.63,51.687
3095,riproaringtimes,53.278,66.227
3096,riproaringtimes,53.051,61.058
3097,goodtimes,57.925,55.4
3098,riproaringtimes,48.926,60.979
3099,riproaringtimes,52.675,57.429
3100,riproaringtimes,48.533,63.317
3101,recession,43.89,50.235
3102,recession,43.11,52.565
3103,recession,41.537,44.57
3104,riproaringtimes,48.55,69.886
3105,riproaringtimes,51.959,68.681
3106,goodtimes,66.541,47.54
3107,riproaringtimes,39.936,66.152
3108,goodtimes,55.332,54.092
3109,goodtimes,58.184,52.681
3110,riproaringtimes,49.093,66.151
3111,recession,45.418,43.067
3112,riproaringtimes,53.922,62.739
3113,goodtimes,59.969,49.053
3114,goodtimes,58.764,51.895
3115,riproaringtimes,53.384,64.121
3116,goodtimes,55.113,52.537
3117,riproaringtimes,57.698,71.331
3118,riproaringtimes,49.363,69.003
3119,recession,42.088,42.064
3120,riproaringtimes,53.955,59.477
3121,riproaringtimes,48.517,58.999
3122,goodtimes,57.52,53.199
3123,riproaringtimes,51.357,67.055
3124,recession,48.158,51.358
3125,goodtimes,49.693,51.843
3126,goodtimes,57.476,52.507
3127,goodtimes,56.802,46.68
3128,goodtimes,57.601,56.449
3129,recession,47.738,46.046
3130,riproaringtimes,45.345,73.005
3131,goodtimes,61.249,55.531
3132,riproaringtimes,59.472,61.683
3133,riproaringtimes,48.684,65.036
3134,recession,44.607,44.445
3135,goodtimes,55.928,57.115
3136,riproaringtimes,45.628,65.343
3137,goodtimes,53.429,47.527
3138,recession,42.558,49.848
3139,recession,45.902,45.28
3140,recession,46.651,46.721
3141,recession,43.018,40.042
3142,riproaringtimes,58.912,62.347
3143,riproaringtimes,54.139,63.098
3144,riproaringtimes,56.111,63.231
3145,goodtimes,61.691,53.583
3146,riproaringtimes,50.101,67.339
3147,recession,42.666,49.324
3148,goodtimes,47.691,52.397
3149,recession,39.506,39.734
3150,goodtimes,49.773,51.722
3151,goodtimes,54.596,56.332
3152,goodtimes,55.009,54.043
3153,recession,43.004,54.412
3154,riproaringtimes,43.836,66.309
3155,recession,45.1,46.276
3156,recession,45.112,37.865
3157,recession,47.662,43.093
3158,recession,39.973,50.897
3159,recession,50.282,45.543
3160,goodtimes,57.07,56.452
3161,recession,36.272,45.933
3162,recession,42.295,39.699
3163,goodtimes,56.941,49.601
3164,riproaringtimes,43.245,57.731
3165,riproaringtimes,58.42,67.137
3166,recession,54.197,42.372
3167,goodtimes,56.872,53.937
3168,riproaringtimes,46.325,63.407
3169,goodtimes,60.646,51.587
3170,goodtimes,53.296,55.622
3171,recession,49.33,49.368
3172,riproaringtimes,48.775,60.213
3173,riproaringtimes,46.034,61.833
3174,recession,42.359,49.874
3175,goodtimes,57.736,61.444
3176,recession,40.193,45.945
3177,riproaringtimes,54.772,64.72
3178,recession,42.719,41.095
3179,recession,47.015,40.637
3180,recession,48.516,46.023
3181,goodtimes,51.485,51.175
3182,goodtimes,51.042,67.023
3183,goodtimes,46.225,63.765
3184,riproaringtimes,50.152,60.65
3185,riproaringtimes,56.335,65.02
3186,recession,39.767,43.196
3187,riproaringtimes,49.302,63.272
3188,recession,49.753,51.752
3189,riproaringtimes,47.801,68.21
3190,recession,45.832,43.07
3191,goodtimes,49.112,58.291
3192,riproaringtimes,51.418,69.316
3193,goodtimes,49.73,53.561
3194,recession,42.834,48.85
3195,goodtimes,52.604,57.915
3196,recession,46.154,54.733
3197,recession,36.411,42.088
3198,goodtimes,53.163,56.177
3199,goodtimes,50.591,59.306
3200,goodtimes,50.46,54.524
3201,recession,52.046,46.434
3202,goodtimes,54.725,51.03
3203,goodtimes,52.29,56.687
3204,riproaringtimes,51.701,69.588
3205,goodtimes,55.349,48.293
3206,goodtimes,56.546,51.241
3207,goodtimes,54.541,55.78
3208,recession,50.07,49.764
3209,riproaringtimes,47.256,60.993
3210,riproaringtimes,48.382,65.953
3211,goodtimes,64.825,51.131
3212,recession,43.601,45.337
3213,recession,40.234,50.413
3214,goodtimes,51.892,57.193
3215,riproaringtimes,46.509,59.887
3216,goodtimes,58.15,50.327
3217,riproaringtimes,53.638,65.73
3218,riproaringtimes,49.969,62.148
3219,riproaringtimes,53.234,72.301
3220,goodtimes,61.161,58.934
3221,riproaringtimes,46.264,66.626
3222,recession,44.025,50.506
3223,goodtimes,59.04,55.41
3224,goodtimes,53.092,50.749
3225,recession,44.404,35.91
3226,goodtimes,50.264,53.597
3227,recession,41.212,42.434
3228,riproaringtimes,46.091,68.709
3229,riproaringtimes,39.291,72.923
3230,riproaringtimes,48.951,71.361
3231,riproaringtimes,58.803,71.449
3232,recession,52.218,42.835
3233,recession,44.006,59.177
3234,riproaringtimes,55.978,61.649
3235,riproaringtimes,45.927,53.217
3236,goodtimes,54.247,52.89
3237,recession,45.089,43.657
3238,recession,49.468,53.323
3239,riproaringtimes,47.677,69.743
3240,goodtimes,54.888,52.074
3241,recession,40.005,49.399
3242,riproaringtimes,49.532,61.488
3243,riproaringtimes,43.163,66.052
3244,goodtimes,50.059,53.325
3245,recession,34.433,44.342
3246,goodtimes,53.076,58.846
3247,riproaringtimes,50.409,63.203
3248,goodtimes,54.941,52.244
3249,goodtimes,55.901,51.087
3250,goodtimes,50.024,52.822
3251,riproaringtimes,51.326,62.205
3252,riproaringtimes,46.781,65.065
3253,riproaringtimes,58.859,62.707
3254,recession,47.692,40.993
3255,riproaringtimes,49.919,67.72
3256,riproaringtimes,50.16,58.74
3257,goodtimes,58.197,60.378
3258,recession,45.557,49.444
3259,goodtimes,53.532,61.202
3260,recession,50.428,44.563
3261,riproaringtimes,46.227,59.076
3262,recession,42.668,42.284
3263,riproaringtimes,47.945,62.623
3264,riproaringtimes,50.529,65.681
3265,goodtimes,52.632,52.332
3266,recession,42.243,45.392
3267,goodtimes,61.513,54.398
3268,riproaringtimes,52.854,66.012
3269,recession,41.88,46.612
3270,riproaringtimes,45.115,65.601
3271,recession,45.22,39.556
3272,riproaringtimes,54.981,61.502
3273,riproaringtimes,46.123,65.868
3274,goodtimes,66.349,48.789
3275,goodtimes,59.298,44.736
3276,recession,38.467,57.211
3277,goodtimes,61.077,51.666
3278,riproaringtimes,50.351,64.293
3279,riproaringtimes,52.321,66.373
3280,riproaringtimes,49.841,72.987
3281,riproaringtimes,48.242,72.842
3282,riproaringtimes,55.433,62.302
3283,riproaringtimes,45.601,57.044
3284,goodtimes,56.208,56.548
3285,riproaringtimes,52.348,68.347
3286,recession,42.825,52.303
3287,goodtimes,54.254,59.1
3288,recession,44.441,49.624
3289,goodtimes,58.219,60.287
3290,riproaringtimes,49.709,59.591
3291,goodtimes,58.662,59.493
3292,goodtimes,55.837,51.278
3293,recession,45.787,42.025
3294,goodtimes,57.021,60.33
3295,riproaringtimes,48.148,64.722
3296,recession,43.348,45.229
3297,goodtimes,58.221,59.511
3298,recession,53.798,46.046
3299,goodtimes,55.386,55.23
3300,goodtimes,55.969,53.352
3301,recession,41.235,49.208
3302,goodtimes,49.19,54.63
3303,riproaringtimes,48.739,60.02
3304,riproaringtimes,46.171,64.032
3305,recession,34.745,42.452
3306,goodtimes,54.234,59.481
3307,goodtimes,57.071,49.815
3308,riproaringtimes,45.186,65.654
3309,recession,42.412,40.342
3310,goodtimes,57.767,54.513
3311,riproaringtimes,44.303,56.695
3312,goodtimes,53.229,54.746
3313,recession,34.097,45.854
3314,goodtimes,50.44,55.694
3315,riproaringtimes,47.526,70.564
3316,recession,42.383,42.485
3317,riproaringtimes,43.721,67.054
3318,recession,43.172,45.455
3319,riproaringtimes,53.842,64.619
3320,goodtimes,53.153,45.307
3321,recession,48.09,49.166
3322,goodtimes,49.656,62.291
3323,riproaringtimes,40.18,59.657
3324,goodtimes,45.534,52.785
3325,goodtimes,49.693,54.062
3326,riproaringtimes,48.828,73.165
3327,goodtimes,56.92,52.669
3328,riproaringtimes,49.277,67.374
3329,recession,44.658,38.647
3330,riproaringtimes,53.23,57.62
3331,riproaringtimes,47.339,66.285
3332,recession,44.668,49.095
3333,riproaringtimes,53.039,66.845
3334,riproaringtimes,49.311,73.045
3335,goodtimes,63.134,57.795
3336,goodtimes,48.896,54.778
3337,goodtimes,56.808,57.343
3338,recession,41.05,50.079
3339,riproaringtimes,55.737,68.493
3340,riproaringtimes,50.529,68.775
3341,riproaringtimes,53.098,64.002
3342,riproaringtimes,55.544,61.954
3343,riproaringtimes,49.737,69.203
3344,recession,49.614,43.672
3345,riproaringtimes,43.3,66.709
3346,riproaringtimes,52.008,68.567
3347,riproaringtimes,40.845,66.357
3348,goodtimes,54.73,60.703
3349,goodtimes,58.203,51.288
3350,goodtimes,53.437,55.95
3351,goodtimes,52.679,61.961
3352,goodtimes,62.263,51.347
3353,recession,44.195,38.828
3354,riproaringtimes,53.451,72.561
3355,recession,37.688,50.484
3356,riproaringtimes,47.892,63.281
3357,riproaringtimes,53.732,65.101
3358,goodtimes,51.485,56.095
3359,recession,46.778,40.251
3360,recession,46.793,44.209
3361,goodtimes,57.323,57.243
3362,goodtimes,57.942,56.72
3363,goodtimes,56.389,52.11
3364,goodtimes,51.827,55.364
3365,goodtimes,56.561,47.452
3366,goodtimes,56.957,55.173
3367,riproaringtimes,48.326,64.034
3368,recession,48.86,45.017
3369,riproaringtimes,55.842,60.408
3370,goodtimes,57.317,56.407
3371,recession,50.571,44.566
3372,goodtimes,46.801,52.167
3373,recession,44.324,41.131
3374,riproaringtimes,52.084,67.846
3375,recession,42.012,41.059
3376,riproaringtimes,44.981,67.907
3377,recession,47.497,46.508
3378,goodtimes,55.439,56.668
3379,recession,49.185,47.06
3380,riproaringtimes,47.238,62.889
3381,goodtimes,57.161,53.159
3382,goodtimes,46.96,56.521
3383,goodtimes,56.238,54.192
3384,recession,49.399,49.948
3385,goodtimes,52.428,54.652
3386,goodtimes,57.081,55.896
3387,recession,48.332,38.747
3388,riproaringtimes,52.828,63.657
3389,riproaringtimes,46.92,67.908
3390,goodtimes,54.469,61.003
3391,goodtimes,52.332,50.102
3392,riproaringtimes,46.214,74.95
3393,riproaringtimes,54.342,61.67
3394,riproaringtimes,46.767,61.457
3395,goodtimes,46.927,63.292
3396,riproaringtimes,60.132,68.945
3397,recession,49.661,42.302
3398,riproaringtimes,58.027,67.028
3399,riproaringtimes,41.259,62.123
3400,riproaringtimes,50.743,67.492
3401,recession,43.118,32.425
3402,riproaringtimes,56.302,61.233
3403,goodtimes,44.417,68.54
3404,recession,34.111,46.281
3405,recession,38.594,29.938
3406,goodtimes,50.925,58.926
3407,goodtimes,59.545,56.085
3408,recession,38.305,40.648
3409,goodtimes,51.329,55.05
3410,recession,36.689,45.279
3411,recession,41.831,39.068
3412,goodtimes,58.072,56.795
3413,riproaringtimes,42.652,66.617
3414,riproaringtimes,51.196,66.427
3415,riproaringtimes,49.689,57.141
3416,recession,46.518,47.955
3417,goodtimes,49.246,52.02
3418,goodtimes,54.043,48.379
3419,goodtimes,52.316,49.065
3420,goodtimes,49.427,53.433
3421,riproaringtimes,54.355,59.697
3422,riproaringtimes,54.054,62.507
3423,riproaringtimes,47.974,68.081
3424,riproaringtimes,47.243,70.07
3425,riproaringtimes,46.361,60.942
3426,goodtimes,54.47,45.44
3427,riproaringtimes,55.398,53.958
3428,riproaringtimes,45.368,56.664
3429,recession,47.053,51.309
3430,recession,50.383,44.232
3431,recession,45.585,39.629
3432,goodtimes,63.075,55.619
3433,recession,53.777,46.63
3434,recession,37.763,46.086
3435,recession,48.862,45.434
3436,riproaringtimes,48.938,69.096
3437,riproaringtimes,56.881,65.655
3438,goodtimes,48.983,53.95
3439,goodtimes,51.319,45.493
3440,recession,43.543,42.389
3441,riproaringtimes,48.762,65.26
3442,riproaringtimes,44.815,63.916
3443,recession,44.535,43.903
3444,goodtimes,54.187,58.891
3445,goodtimes,54.362,52.395
3446,riproaringtimes,50.759,69.699
3447,goodtimes,58.297,48.533
3448,riproaringtimes,48.753,68.333
3449,recession,54.692,48.694
3450,riproaringtimes,53.18,65.36
3451,goodtimes,61.439,54.513
3452,recession,43.992,44.79
3453,goodtimes,58.838,57.139
3454,goodtimes,56.6,47.853
3455,riproaringtimes,56.97,64.51
3456,recession,33.547,47.181
3457,recession,47.576,42.3
3458,goodtimes,50.965,58.87
3459,recession,46.233,37.586
3460,riproaringtimes,43.514,69.766
3461,recession,45.353,52.093
3462,goodtimes,56.203,48.815
3463,recession,44.445,44.027
3464,recession,41.484,41.766
3465,recession,50.841,49.937
3466,goodtimes,49.023,60.016
3467,riproaringtimes,52.515,62.917
3468,goodtimes,62.369,56.517
3469,goodtimes,57.959,49.716
3470,goodtimes,57.54,59.6
3471,goodtimes,54.766,54.892
3472,riproaringtimes,57.086,64.162
3473,goodtimes,54.186,54.006
3474,riproaringtimes,57.927,68.107
3475,recession,52.015,47.298
3476,goodtimes,52.931,55.453
3477,riproaringtimes,52.415,64.776
3478,riproaringtimes,52.695,66.684
3479,recession,42.465,52.377
3480,recession,40.319,50.656
3481,recession,50.694,45.461
3482,recession,50.904,43.635
3483,goodtimes,59.788,49.372
3484,recession,50.978,43.321
3485,recession,49.116,41.388
3486,recession,47.166,45.066
3487,goodtimes,52.243,47.75
3488,recession,44.228,43.728
3489,riproaringtimes,42.964,61.467
3490,riproaringtimes,54.237,64.569
3491,goodtimes,60.19,44.554
3492,recession,49.094,49.994
3493,recession,44.443,45.989
3494,recession,49.57,48.594
3495,recession,42.935,45.06
3496,recession,49.09,44.049
3497,recession,45.143,50.611
3498,riproaringtimes,48.469,63.833
3499,recession,48.379,37.378
3500,goodtimes,51.962,47.856
3501,recession,41.044,45.812
3502,recession,51.591,53.492
3503,recession,45.395,45.888
