Id;CustomerId;OrderDate;Freight;ProductName;QuantityPerUnit;UnitPriceProduct;Discount;UnitPriceOrder;Quantity;Amount
10540/3;QUICK;2013-05-19;1007.64;Aniseed Syrup;12 - 550 ml bottles;10;0;10;60;600
10540/26;QUICK;2013-05-19;1007.64;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;31.23;40;1249.2
10540/38;QUICK;2013-05-19;1007.64;Côte de Blaye;12 - 75 cl bottles;263.5;0;263.5;30;7905
10540/68;QUICK;2013-05-19;1007.64;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;35;437.5
10541/24;HANAR;2013-05-19;68.65;Guaraná Fantástica;12 - 355 ml cans;4.5;0.1;4.5;35;157.5
10541/38;HANAR;2013-05-19;68.65;Côte de Blaye;12 - 75 cl bottles;263.5;0.1;263.5;4;1054
10541/65;HANAR;2013-05-19;68.65;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.1;21.05;36;757.8000000000001
10541/71;HANAR;2013-05-19;68.65;Flotemysost;10 - 500 g pkgs.;21.5;0.1;21.5;9;193.5
10542/11;KOENE;2013-05-20;10.95;Queso Cabrales;1 kg pkg.;21;0.05;21;15;315
10542/54;KOENE;2013-05-20;10.95;Tourtière;16 pies;7.45;0.05;7.45;24;178.8
10543/12;LILAS;2013-05-21;48.17;Queso Manchego La Pastora;10 - 500 g pkgs.;38;0.15;38;30;1140
10543/23;LILAS;2013-05-21;48.17;Tunnbröd;12 - 250 g pkgs.;9;0.15;9;70;630
10544/28;LONEP;2013-05-21;24.91;Rössle Sauerkraut;25 - 825 g cans;45.6;0;45.6;7;319.2
10544/67;LONEP;2013-05-21;24.91;Laughing Lumberjack Lager;24 - 12 oz bottles;14;0;14;7;98
10545/11;LAZYK;2013-05-22;11.92;Queso Cabrales;1 kg pkg.;21;0;21;10;210
10546/7;VICTE;2013-05-23;194.72;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;10;300
10546/35;VICTE;2013-05-23;194.72;Steeleye Stout;24 - 12 oz bottles;18;0;18;30;540
10546/62;VICTE;2013-05-23;194.72;Tarte au sucre;48 pies;49.3;0;49.3;40;1972
10547/32;SEVES;2013-05-23;178.43;Mascarpone Fabioli;24 - 200 g pkgs.;32;0.15;32;24;768
10547/36;SEVES;2013-05-23;178.43;Inlagd Sill;24 - 250 g  jars;19;0;19;60;1140
10548/34;TOMSP;2013-05-26;1.43;Sasquatch Ale;24 - 12 oz bottles;14;0.25;14;10;140
10548/41;TOMSP;2013-05-26;1.43;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;14;135.1
10549/31;QUICK;2013-05-27;171.24;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.15;12.5;55;687.5
10549/45;QUICK;2013-05-27;171.24;Rogede sild;1k pkg.;9.5;0.15;9.5;100;950
10549/51;QUICK;2013-05-27;171.24;Manjimup Dried Apples;50 - 300 g pkgs.;53;0.15;53;48;2544
10550/17;GODOS;2013-05-28;4.32;Alice Mutton;20 - 1 kg tins;39;0.1;39;8;312
10550/19;GODOS;2013-05-28;4.32;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;10;92
10550/21;GODOS;2013-05-28;4.32;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0.1;10;6;60
10550/61;GODOS;2013-05-28;4.32;Sirop d'érable;24 - 500 ml bottles;28.5;0.1;28.5;10;285
10551/16;FURIB;2013-05-28;72.95;Pavlova;32 - 500 g boxes;17.45;0.15;17.45;40;698
10551/35;FURIB;2013-05-28;72.95;Steeleye Stout;24 - 12 oz bottles;18;0.15;18;20;360
10551/44;FURIB;2013-05-28;72.95;Gula Malacca;20 - 2 kg bags;19.45;0;19.45;40;778
10552/69;HILAA;2013-05-29;83.22;Gudbrandsdalsost;10 kg pkg.;36;0;36;18;648
10552/75;HILAA;2013-05-29;83.22;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;30;232.5
10553/11;WARTH;2013-05-30;149.49;Queso Cabrales;1 kg pkg.;21;0;21;15;315
10553/16;WARTH;2013-05-30;149.49;Pavlova;32 - 500 g boxes;17.45;0;17.45;14;244.29999999999998
10553/22;WARTH;2013-05-30;149.49;Gustaf's Knäckebröd;24 - 500 g pkgs.;21;0;21;24;504
10553/31;WARTH;2013-05-30;149.49;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;30;375
10553/35;WARTH;2013-05-30;149.49;Steeleye Stout;24 - 12 oz bottles;18;0;18;6;108
10554/16;OTTIK;2013-05-30;120.97;Pavlova;32 - 500 g boxes;17.45;0.05;17.45;30;523.5
10554/23;OTTIK;2013-05-30;120.97;Tunnbröd;12 - 250 g pkgs.;9;0.05;9;20;180
10554/62;OTTIK;2013-05-30;120.97;Tarte au sucre;48 pies;49.3;0.05;49.3;20;986
10554/77;OTTIK;2013-05-30;120.97;Original Frankfurter grüne Soße;12 boxes;13;0.05;13;10;130
10555/14;SAVEA;2013-06-02;252.49;Tofu;40 - 100 g pkgs.;23.25;0.2;23.25;30;697.5
10555/19;SAVEA;2013-06-02;252.49;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0.2;9.2;35;322
10555/24;SAVEA;2013-06-02;252.49;Guaraná Fantástica;12 - 355 ml cans;4.5;0.2;4.5;18;81
10555/51;SAVEA;2013-06-02;252.49;Manjimup Dried Apples;50 - 300 g pkgs.;53;0.2;53;20;1060
10555/56;SAVEA;2013-06-02;252.49;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.2;38;40;1520
10556/72;SIMOB;2013-06-03;9.8;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;24;835.1999999999999
10557/64;LEHMS;2013-06-03;96.72;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;30;997.5
10557/75;LEHMS;2013-06-03;96.72;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;20;155
10558/47;AROUT;2013-06-04;72.97;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;25;237.5
10558/51;AROUT;2013-06-04;72.97;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;20;1060
10558/52;AROUT;2013-06-04;72.97;Filo Mix;16 - 2 kg boxes;7;0;7;30;210
10558/53;AROUT;2013-06-04;72.97;Perth Pasties;48 pieces;32.8;0;32.8;18;590.4
10558/73;AROUT;2013-06-04;72.97;Röd Kaviar;24 - 150 g jars;15;0;15;3;45
10559/41;BLONP;2013-06-05;8.05;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0.05;9.65;12;115.80000000000001
10559/55;BLONP;2013-06-05;8.05;Pâté chinois;24 boxes x 2 pies;24;0.05;24;18;432
10560/30;FRANK;2013-06-06;36.65;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0;25.89;20;517.8
10560/62;FRANK;2013-06-06;36.65;Tarte au sucre;48 pies;49.3;0.25;49.3;15;739.5
10561/44;FOLKO;2013-06-06;242.21;Gula Malacca;20 - 2 kg bags;19.45;0;19.45;10;194.5
10561/51;FOLKO;2013-06-06;242.21;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;50;2650
10562/33;REGGC;2013-06-09;22.95;Geitost;500 g;2.5;0.1;2.5;20;50
10562/62;REGGC;2013-06-09;22.95;Tarte au sucre;48 pies;49.3;0.1;49.3;10;493
10563/36;RICAR;2013-06-10;60.43;Inlagd Sill;24 - 250 g  jars;19;0;19;25;475
10563/52;RICAR;2013-06-10;60.43;Filo Mix;16 - 2 kg boxes;7;0;7;70;490
10564/17;RATTC;2013-06-10;13.75;Alice Mutton;20 - 1 kg tins;39;0.05;39;16;624
10564/31;RATTC;2013-06-10;13.75;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.05;12.5;6;75
10564/55;RATTC;2013-06-10;13.75;Pâté chinois;24 boxes x 2 pies;24;0.05;24;25;600
10565/24;MEREP;2013-06-11;7.15;Guaraná Fantástica;12 - 355 ml cans;4.5;0.1;4.5;25;112.5
10565/64;MEREP;2013-06-11;7.15;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0.1;33.25;18;598.5
10566/11;BLONP;2013-06-12;88.4;Queso Cabrales;1 kg pkg.;21;0.15;21;35;735
10566/18;BLONP;2013-06-12;88.4;Carnarvon Tigers;16 kg pkg.;62.5;0.15;62.5;18;1125
10566/76;BLONP;2013-06-12;88.4;Lakkalikööri;500 ml;18;0;18;10;180
10567/31;HUNGO;2013-06-12;33.97;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.2;12.5;60;750
10567/51;HUNGO;2013-06-12;33.97;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;3;159
10567/59;HUNGO;2013-06-12;33.97;Raclette Courdavault;5 kg pkg.;55;0.2;55;40;2200
10568/10;GALED;2013-06-13;6.54;Ikura;12 - 200 ml jars;31;0;31;5;155
10569/31;RATTC;2013-06-16;58.98;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.2;12.5;35;437.5
10569/76;RATTC;2013-06-16;58.98;Lakkalikööri;500 ml;18;0;18;30;540
10570/11;MEREP;2013-06-17;188.99;Queso Cabrales;1 kg pkg.;21;0.05;21;15;315
10570/56;MEREP;2013-06-17;188.99;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.05;38;60;2280
10571/14;ERNSH;2013-06-17;26.06;Tofu;40 - 100 g pkgs.;23.25;0.15;23.25;11;255.75
10571/42;ERNSH;2013-06-17;26.06;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0.15;14;28;392
10572/16;BERGS;2013-06-18;116.43;Pavlova;32 - 500 g boxes;17.45;0.1;17.45;12;209.39999999999998
10572/32;BERGS;2013-06-18;116.43;Mascarpone Fabioli;24 - 200 g pkgs.;32;0.1;32;10;320
10572/40;BERGS;2013-06-18;116.43;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;50;919.9999999999999
10572/75;BERGS;2013-06-18;116.43;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.1;7.75;15;116.25
10573/17;ANTO;2013-06-19;84.84;Alice Mutton;20 - 1 kg tins;39;0;39;18;702
10573/34;ANTO;2013-06-19;84.84;Sasquatch Ale;24 - 12 oz bottles;14;0;14;40;560
10573/53;ANTO;2013-06-19;84.84;Perth Pasties;48 pieces;32.8;0;32.8;25;819.9999999999999
10574/33;TRAIH;2013-06-19;37.6;Geitost;500 g;2.5;0;2.5;14;35
10574/40;TRAIH;2013-06-19;37.6;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;2;36.8
10574/62;TRAIH;2013-06-19;37.6;Tarte au sucre;48 pies;49.3;0;49.3;10;493
10574/64;TRAIH;2013-06-19;37.6;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;6;199.5
10575/59;MORGK;2013-06-20;127.34;Raclette Courdavault;5 kg pkg.;55;0;55;12;660
10575/63;MORGK;2013-06-20;127.34;Vegie-spread;15 - 625 g jars;43.9;0;43.9;6;263.4
10575/72;MORGK;2013-06-20;127.34;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;30;1044
10575/76;MORGK;2013-06-20;127.34;Lakkalikööri;500 ml;18;0;18;10;180
10576/1;TORTU;2013-06-23;18.56;Chai;10 boxes x 20 bags;18;0;18;10;180
10576/31;TORTU;2013-06-23;18.56;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;20;250
10576/44;TORTU;2013-06-23;18.56;Gula Malacca;20 - 2 kg bags;19.45;0;19.45;21;408.45
10577/39;TRAIH;2013-06-23;25.41;Chartreuse verte;750 cc per bottle;18;0;18;10;180
10577/75;TRAIH;2013-06-23;25.41;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;20;155
10577/77;TRAIH;2013-06-23;25.41;Original Frankfurter grüne Soße;12 boxes;13;0;13;18;234
10578/35;BSBEV;2013-06-24;29.6;Steeleye Stout;24 - 12 oz bottles;18;0;18;20;360
10578/57;BSBEV;2013-06-24;29.6;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;19.5;6;117
10579/15;LETSS;2013-06-25;13.73;Genen Shouyu;24 - 250 ml bottles;15.5;0;15.5;10;155
10579/75;LETSS;2013-06-25;13.73;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;21;162.75
10580/14;OTTIK;2013-06-26;75.89;Tofu;40 - 100 g pkgs.;23.25;0.05;23.25;15;348.75
10580/41;OTTIK;2013-06-26;75.89;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0.05;9.65;9;86.85000000000001
10580/65;OTTIK;2013-06-26;75.89;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.05;21.05;30;631.5
10581/75;FAMIA;2013-06-26;3.01;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.2;7.75;50;387.5
10582/57;BLAUS;2013-06-27;27.71;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;19.5;4;78
10582/76;BLAUS;2013-06-27;27.71;Lakkalikööri;500 ml;18;0;18;14;252
10583/29;WARTH;2013-06-30;7.28;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;123.79;10;1237.9
10583/60;WARTH;2013-06-30;7.28;Camembert Pierrot;15 - 300 g rounds;34;0.15;34;24;816
10583/69;WARTH;2013-06-30;7.28;Gudbrandsdalsost;10 kg pkg.;36;0.15;36;10;360
10584/31;BLONP;2013-06-30;59.14;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.05;12.5;50;625
10585/47;WELLI;2013-07-01;13.41;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;15;142.5
10586/52;REGGC;2013-07-02;0.48;Filo Mix;16 - 2 kg boxes;7;0.15;7;4;28
10587/26;QUEDE;2013-07-02;62.52;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;31.23;6;187.38
10587/35;QUEDE;2013-07-02;62.52;Steeleye Stout;24 - 12 oz bottles;18;0;18;20;360
10587/77;QUEDE;2013-07-02;62.52;Original Frankfurter grüne Soße;12 boxes;13;0;13;20;260
10588/18;QUICK;2013-07-03;194.67;Carnarvon Tigers;16 kg pkg.;62.5;0.2;62.5;40;2500
10588/42;QUICK;2013-07-03;194.67;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0.2;14;100;1400
10589/35;GREAL;2013-07-04;4.42;Steeleye Stout;24 - 12 oz bottles;18;0;18;4;72
10590/1;MEREP;2013-07-07;44.77;Chai;10 boxes x 20 bags;18;0;18;20;360
10590/77;MEREP;2013-07-07;44.77;Original Frankfurter grüne Soße;12 boxes;13;0.05;13;60;780
10591/3;VAFFE;2013-07-07;55.92;Aniseed Syrup;12 - 550 ml bottles;10;0;10;14;140
10591/7;VAFFE;2013-07-07;55.92;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;10;300
10591/54;VAFFE;2013-07-07;55.92;Tourtière;16 pies;7.45;0;7.45;50;372.5
10592/15;LEHMS;2013-07-08;32.1;Genen Shouyu;24 - 250 ml bottles;15.5;0.05;15.5;25;387.5
10592/26;LEHMS;2013-07-08;32.1;Gumbär Gummibärchen;100 - 250 g bags;31.23;0.05;31.23;5;156.15
10593/20;LEHMS;2013-07-09;174.2;Sir Rodney's Marmalade;30 gift boxes;81;0.2;81;21;1701
10593/69;LEHMS;2013-07-09;174.2;Gudbrandsdalsost;10 kg pkg.;36;0.2;36;20;720
10593/76;LEHMS;2013-07-09;174.2;Lakkalikööri;500 ml;18;0.2;18;4;72
10594/52;OLDWO;2013-07-09;5.24;Filo Mix;16 - 2 kg boxes;7;0;7;24;168
10594/58;OLDWO;2013-07-09;5.24;Escargots de Bourgogne;24 pieces;13.25;0;13.25;30;397.5
10595/35;ERNSH;2013-07-10;96.78;Steeleye Stout;24 - 12 oz bottles;18;0.25;18;30;540
10595/61;ERNSH;2013-07-10;96.78;Sirop d'érable;24 - 500 ml bottles;28.5;0.25;28.5;120;3420
10595/69;ERNSH;2013-07-10;96.78;Gudbrandsdalsost;10 kg pkg.;36;0.25;36;65;2340
10596/56;WHITC;2013-07-11;16.34;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.2;38;5;190
10596/63;WHITC;2013-07-11;16.34;Vegie-spread;15 - 625 g jars;43.9;0.2;43.9;24;1053.6
10596/75;WHITC;2013-07-11;16.34;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.2;7.75;30;232.5
10597/24;PICCO;2013-07-11;35.12;Guaraná Fantástica;12 - 355 ml cans;4.5;0.2;4.5;35;157.5
10597/57;PICCO;2013-07-11;35.12;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;19.5;20;390
10597/65;PICCO;2013-07-11;35.12;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.2;21.05;12;252.60000000000002
10598/27;RATTC;2013-07-14;44.42;Schoggi Schokolade;100 - 100 g pieces;43.9;0;43.9;50;2195
10598/71;RATTC;2013-07-14;44.42;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;9;193.5
10599/62;BSBEV;2013-07-15;29.98;Tarte au sucre;48 pies;49.3;0;49.3;10;493
10600/54;HUNGC;2013-07-16;45.13;Tourtière;16 pies;7.45;0;7.45;4;29.8
10600/73;HUNGC;2013-07-16;45.13;Röd Kaviar;24 - 150 g jars;15;0;15;30;450
10601/13;HILAA;2013-07-16;58.3;Konbu;2 kg box;6;0;6;60;360
10601/59;HILAA;2013-07-16;58.3;Raclette Courdavault;5 kg pkg.;55;0;55;35;1925
10602/77;VAFFE;2013-07-17;2.92;Original Frankfurter grüne Soße;12 boxes;13;0.25;13;5;65
10603/22;SAVEA;2013-07-18;48.77;Gustaf's Knäckebröd;24 - 500 g pkgs.;21;0;21;48;1008
10603/49;SAVEA;2013-07-18;48.77;Maxilaku;24 - 50 g pkgs.;20;0.05;20;25;500
10604/48;FURIB;2013-07-18;7.46;Chocolade;10 pkgs.;12.75;0.1;12.75;6;76.5
10604/76;FURIB;2013-07-18;7.46;Lakkalikööri;500 ml;18;0.1;18;10;180
10605/16;MEREP;2013-07-21;379.13;Pavlova;32 - 500 g boxes;17.45;0.05;17.45;30;523.5
10605/59;MEREP;2013-07-21;379.13;Raclette Courdavault;5 kg pkg.;55;0.05;55;20;1100
10605/60;MEREP;2013-07-21;379.13;Camembert Pierrot;15 - 300 g rounds;34;0.05;34;70;2380
10605/71;MEREP;2013-07-21;379.13;Flotemysost;10 - 500 g pkgs.;21.5;0.05;21.5;15;322.5
10606/4;TRADH;2013-07-22;79.4;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0.2;22;20;440
10606/55;TRADH;2013-07-22;79.4;Pâté chinois;24 boxes x 2 pies;24;0.2;24;20;480
10606/62;TRADH;2013-07-22;79.4;Tarte au sucre;48 pies;49.3;0.2;49.3;10;493
10607/7;SAVEA;2013-07-22;200.24;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;45;1350
10607/17;SAVEA;2013-07-22;200.24;Alice Mutton;20 - 1 kg tins;39;0;39;100;3900
10607/33;SAVEA;2013-07-22;200.24;Geitost;500 g;2.5;0;2.5;14;35
10607/40;SAVEA;2013-07-22;200.24;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;42;772.8
10607/72;SAVEA;2013-07-22;200.24;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;12;417.59999999999997
10608/56;TOMSP;2013-07-23;27.79;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;28;1064
10609/1;DUMO;2013-07-24;1.85;Chai;10 boxes x 20 bags;18;0;18;3;54
10609/10;DUMO;2013-07-24;1.85;Ikura;12 - 200 ml jars;31;0;31;10;310
10609/21;DUMO;2013-07-24;1.85;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;6;60
10610/36;LAMAI;2013-07-25;26.78;Inlagd Sill;24 - 250 g  jars;19;0.25;19;21;399
10611/1;WOLZA;2013-07-25;80.65;Chai;10 boxes x 20 bags;18;0;18;6;108
10611/2;WOLZA;2013-07-25;80.65;Chang;24 - 12 oz bottles;19;0;19;10;190
10611/60;WOLZA;2013-07-25;80.65;Camembert Pierrot;15 - 300 g rounds;34;0;34;15;510
10612/10;SAVEA;2013-07-28;544.08;Ikura;12 - 200 ml jars;31;0;31;70;2170
10612/36;SAVEA;2013-07-28;544.08;Inlagd Sill;24 - 250 g  jars;19;0;19;55;1045
10612/49;SAVEA;2013-07-28;544.08;Maxilaku;24 - 50 g pkgs.;20;0;20;18;360
10612/60;SAVEA;2013-07-28;544.08;Camembert Pierrot;15 - 300 g rounds;34;0;34;40;1360
10612/76;SAVEA;2013-07-28;544.08;Lakkalikööri;500 ml;18;0;18;80;1440
10613/13;HILAA;2013-07-29;8.11;Konbu;2 kg box;6;0.1;6;8;48
10613/75;HILAA;2013-07-29;8.11;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;40;310
10614/11;BLAUS;2013-07-29;1.93;Queso Cabrales;1 kg pkg.;21;0;21;14;294
10614/21;BLAUS;2013-07-29;1.93;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;8;80
10614/39;BLAUS;2013-07-29;1.93;Chartreuse verte;750 cc per bottle;18;0;18;5;90
10615/55;WILMK;2013-07-30;0.75;Pâté chinois;24 boxes x 2 pies;24;0;24;5;120
10616/38;GREAL;2013-07-31;116.53;Côte de Blaye;12 - 75 cl bottles;263.5;0.05;263.5;15;3952.5
10616/56;GREAL;2013-07-31;116.53;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;14;532
10616/70;GREAL;2013-07-31;116.53;Outback Lager;24 - 355 ml bottles;15;0.05;15;15;225
10616/71;GREAL;2013-07-31;116.53;Flotemysost;10 - 500 g pkgs.;21.5;0.05;21.5;15;322.5
10617/59;GREAL;2013-07-31;18.53;Raclette Courdavault;5 kg pkg.;55;0.15;55;30;1650
10618/6;MEREP;2013-08-01;154.68;Grandma's Boysenberry Spread;12 - 8 oz jars;25;0;25;70;1750
10618/56;MEREP;2013-08-01;154.68;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;20;760
10618/68;MEREP;2013-08-01;154.68;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;15;187.5
10619/21;MEREP;2013-08-04;91.05;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;42;420
10619/22;MEREP;2013-08-04;91.05;Gustaf's Knäckebröd;24 - 500 g pkgs.;21;0;21;40;840
10620/24;LAUGB;2013-08-05;0.94;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;5;22.5
10620/52;LAUGB;2013-08-05;0.94;Filo Mix;16 - 2 kg boxes;7;0;7;5;35
10621/19;ISLAT;2013-08-05;23.73;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;5;46
10621/23;ISLAT;2013-08-05;23.73;Tunnbröd;12 - 250 g pkgs.;9;0;9;10;90
10621/70;ISLAT;2013-08-05;23.73;Outback Lager;24 - 355 ml bottles;15;0;15;20;300
10621/71;ISLAT;2013-08-05;23.73;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;15;322.5
10622/2;RICAR;2013-08-06;50.97;Chang;24 - 12 oz bottles;19;0;19;20;380
10622/68;RICAR;2013-08-06;50.97;Scottish Longbreads;10 boxes x 8 pieces;12.5;0.2;12.5;18;225
10623/14;FRANK;2013-08-07;97.18;Tofu;40 - 100 g pkgs.;23.25;0;23.25;21;488.25
10623/19;FRANK;2013-08-07;97.18;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0.1;9.2;15;138
10623/21;FRANK;2013-08-07;97.18;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0.1;10;25;250
10623/24;FRANK;2013-08-07;97.18;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;3;13.5
10623/35;FRANK;2013-08-07;97.18;Steeleye Stout;24 - 12 oz bottles;18;0.1;18;30;540
10624/28;THECR;2013-08-07;94.8;Rössle Sauerkraut;25 - 825 g cans;45.6;0;45.6;10;456
10624/29;THECR;2013-08-07;94.8;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;123.79;6;742.74
10624/44;THECR;2013-08-07;94.8;Gula Malacca;20 - 2 kg bags;19.45;0;19.45;10;194.5
10625/14;ANATR;2013-08-08;43.9;Tofu;40 - 100 g pkgs.;23.25;0;23.25;3;69.75
10625/42;ANATR;2013-08-08;43.9;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0;14;5;70
10625/60;ANATR;2013-08-08;43.9;Camembert Pierrot;15 - 300 g rounds;34;0;34;10;340
10626/53;BERGS;2013-08-11;138.69;Perth Pasties;48 pieces;32.8;0;32.8;12;393.59999999999997
10626/60;BERGS;2013-08-11;138.69;Camembert Pierrot;15 - 300 g rounds;34;0;34;20;680
10626/71;BERGS;2013-08-11;138.69;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;20;430
10627/62;SAVEA;2013-08-11;107.46;Tarte au sucre;48 pies;49.3;0;49.3;15;739.5
10627/73;SAVEA;2013-08-11;107.46;Röd Kaviar;24 - 150 g jars;15;0.15;15;35;525
10628/1;BLONP;2013-08-12;30.36;Chai;10 boxes x 20 bags;18;0;18;25;450
10629/29;GODOS;2013-08-12;85.46;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;123.79;20;2475.8
10629/64;GODOS;2013-08-12;85.46;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;9;299.25
10630/55;KOENE;2013-08-13;32.35;Pâté chinois;24 boxes x 2 pies;24;0.05;24;12;288
10630/76;KOENE;2013-08-13;32.35;Lakkalikööri;500 ml;18;0;18;35;630
10631/75;LAMAI;2013-08-14;0.87;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.1;7.75;8;62
10632/2;WANDK;2013-08-14;41.38;Chang;24 - 12 oz bottles;19;0.05;19;30;570
10632/33;WANDK;2013-08-14;41.38;Geitost;500 g;2.5;0.05;2.5;20;50
10633/12;ERNSH;2013-08-15;477.9;Queso Manchego La Pastora;10 - 500 g pkgs.;38;0.15;38;36;1368
10633/13;ERNSH;2013-08-15;477.9;Konbu;2 kg box;6;0.15;6;13;78
10633/26;ERNSH;2013-08-15;477.9;Gumbär Gummibärchen;100 - 250 g bags;31.23;0.15;31.23;35;1093.05
10633/62;ERNSH;2013-08-15;477.9;Tarte au sucre;48 pies;49.3;0.15;49.3;80;3944
10634/7;FOLIG;2013-08-15;487.38;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;35;1050
10634/18;FOLIG;2013-08-15;487.38;Carnarvon Tigers;16 kg pkg.;62.5;0;62.5;50;3125
10634/51;FOLIG;2013-08-15;487.38;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;15;795
10634/75;FOLIG;2013-08-15;487.38;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;2;15.5
10635/4;MAGAA;2013-08-18;47.46;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0.1;22;10;220
10635/5;MAGAA;2013-08-18;47.46;Chef Anton's Gumbo Mix;36 boxes;21.35;0.1;21.35;15;320.25
10635/22;MAGAA;2013-08-18;47.46;Gustaf's Knäckebröd;24 - 500 g pkgs.;21;0;21;40;840
10636/4;WARTH;2013-08-19;1.15;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0;22;25;550
10636/58;WARTH;2013-08-19;1.15;Escargots de Bourgogne;24 pieces;13.25;0;13.25;6;79.5
10637/11;QUEE;2013-08-19;201.29;Queso Cabrales;1 kg pkg.;21;0;21;10;210
